ticker,market,sector,name,market_cap,rank,as_of,source,source_as_of
005930,KOSPI,통신 및 방송 장비 제조업,삼성전자,,1,2019-08-30,krx_pykrx,2019-08-30
000660,KOSPI,반도체 제조업,SK하이닉스,,2,2019-08-30,krx_pykrx,2019-08-30
005380,KOSPI,자동차용 엔진 및 자동차 제조업,현대차,,3,2019-08-30,krx_pykrx,2019-08-30
035420,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",NAVER,,4,2019-08-30,krx_pykrx,2019-08-30
012330,KOSPI,자동차 신품 부품 제조업,현대모비스,,5,2019-08-30,krx_pykrx,2019-08-30
051910,KOSPI,기초 화학물질 제조업,LG화학,,6,2019-08-30,krx_pykrx,2019-08-30
068270,KOSPI,기초 의약물질 제조업,셀트리온,,7,2019-08-30,krx_pykrx,2019-08-30
017670,KOSPI,전기 통신업,SK텔레콤,,8,2019-08-30,krx_pykrx,2019-08-30
055550,KOSPI,기타 금융업,신한지주,,9,2019-08-30,krx_pykrx,2019-08-30
005490,KOSPI,1차 철강 제조업,POSCO홀딩스,,10,2019-08-30,krx_pykrx,2019-08-30
051900,KOSPI,기타 화학제품 제조업,LG생활건강,,11,2019-08-30,krx_pykrx,2019-08-30
207940,KOSPI,기초 의약물질 제조업,삼성바이오로직스,,12,2019-08-30,krx_pykrx,2019-08-30
000270,KOSPI,자동차용 엔진 및 자동차 제조업,기아,,13,2019-08-30,krx_pykrx,2019-08-30
006400,KOSPI,일차전지 및 이차전지 제조업,삼성SDI,,14,2019-08-30,krx_pykrx,2019-08-30
105560,KOSPI,기타 금융업,KB금융,,15,2019-08-30,krx_pykrx,2019-08-30
028260,KOSPI,기타 전문 도매업,삼성물산,,16,2019-08-30,krx_pykrx,2019-08-30
015760,KOSPI,전기업,한국전력,,17,2019-08-30,krx_pykrx,2019-08-30
096770,KOSPI,석유 정제품 제조업,SK이노베이션,,18,2019-08-30,krx_pykrx,2019-08-30
018260,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",삼성에스디에스,,19,2019-08-30,krx_pykrx,2019-08-30
034730,KOSPI,기타 금융업,SK,,20,2019-08-30,krx_pykrx,2019-08-30
033780,KOSPI,담배 제조업,KT&G,,21,2019-08-30,krx_pykrx,2019-08-30
032830,KOSPI,보험업,삼성생명,,22,2019-08-30,krx_pykrx,2019-08-30
003550,KOSPI,기타 금융업,LG,,23,2019-08-30,krx_pykrx,2019-08-30
036570,KOSPI,소프트웨어 개발 및 공급업,NC,,24,2019-08-30,krx_pykrx,2019-08-30
035720,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",카카오,,25,2019-08-30,krx_pykrx,2019-08-30
010950,KOSPI,석유 정제품 제조업,S-Oil,,26,2019-08-30,krx_pykrx,2019-08-30
000810,KOSPI,보험업,삼성화재,,27,2019-08-30,krx_pykrx,2019-08-30
066570,KOSPI,통신 및 방송 장비 제조업,LG전자,,28,2019-08-30,krx_pykrx,2019-08-30
086790,KOSPI,기타 금융업,하나금융지주,,29,2019-08-30,krx_pykrx,2019-08-30
010130,KOSPI,1차 비철금속 제조업,고려아연,,30,2019-08-30,krx_pykrx,2019-08-30
251270,KOSPI,소프트웨어 개발 및 공급업,넷마블,,31,2019-08-30,krx_pykrx,2019-08-30
316140,KOSPI,기타 금융업,우리금융지주,,32,2019-08-30,krx_pykrx,2019-08-30
009540,KOSPI,기타 금융업,HD한국조선해양,,33,2019-08-30,krx_pykrx,2019-08-30
011170,KOSPI,기초 화학물질 제조업,롯데케미칼,,34,2019-08-30,krx_pykrx,2019-08-30
090430,KOSPI,기타 화학제품 제조업,아모레퍼시픽,,35,2019-08-30,krx_pykrx,2019-08-30
024110,KOSPI,은행 및 저축기관,기업은행,,36,2019-08-30,krx_pykrx,2019-08-30
030200,KOSPI,전기 통신업,KT,,37,2019-08-30,krx_pykrx,2019-08-30
009150,KOSPI,전자부품 제조업,삼성전기,,38,2019-08-30,krx_pykrx,2019-08-30
021240,KOSPI,그외 기타 개인 서비스업,코웨이,,39,2019-08-30,krx_pykrx,2019-08-30
018880,KOSPI,일반 목적용 기계 제조업,한온시스템,,40,2019-08-30,krx_pykrx,2019-08-30
086280,KOSPI,기타 운송관련 서비스업,현대글로비스,,41,2019-08-30,krx_pykrx,2019-08-30
035250,KOSPI,유원지 및 기타 오락관련 서비스업,강원랜드,,42,2019-08-30,krx_pykrx,2019-08-30
032640,KOSPI,전기 통신업,LG유플러스,,43,2019-08-30,krx_pykrx,2019-08-30
267250,KOSPI,기타 금융업,HD현대,,44,2019-08-30,krx_pykrx,2019-08-30
034220,KOSPI,전자부품 제조업,LG디스플레이,,45,2019-08-30,krx_pykrx,2019-08-30
004020,KOSPI,1차 철강 제조업,현대제철,,46,2019-08-30,krx_pykrx,2019-08-30
002790,KOSPI,기타 화학제품 제조업,아모레퍼시픽홀딩스,,47,2019-08-30,krx_pykrx,2019-08-30
010140,KOSPI,선박 및 보트 건조업,삼성중공업,,48,2019-08-30,krx_pykrx,2019-08-30
006800,KOSPI,금융 지원 서비스업,미래에셋증권,,49,2019-08-30,krx_pykrx,2019-08-30
000720,KOSPI,토목 건설업,현대건설,,50,2019-08-30,krx_pykrx,2019-08-30
078930,KOSPI,기타 금융업,GS,,51,2019-08-30,krx_pykrx,2019-08-30
071050,KOSPI,기타 금융업,한국금융지주,,52,2019-08-30,krx_pykrx,2019-08-30
012750,KOSPI,"경비, 경호 및 탐정업",에스원,,53,2019-08-30,krx_pykrx,2019-08-30
047810,KOSPI,"항공기,우주선 및 부품 제조업",한국항공우주,,54,2019-08-30,krx_pykrx,2019-08-30
029780,KOSPI,기타 금융업,삼성카드,,55,2019-08-30,krx_pykrx,2019-08-30
023530,KOSPI,종합 소매업,롯데쇼핑,,56,2019-08-30,krx_pykrx,2019-08-30
036460,KOSPI,연료용 가스 제조 및 배관공급업,한국가스공사,,57,2019-08-30,krx_pykrx,2019-08-30
241560,KOSPI,특수 목적용 기계 제조업,두산밥캣,,58,2019-08-30,krx_pykrx,2019-08-30
161390,KOSPI,고무제품 제조업,한국타이어앤테크놀로지,,59,2019-08-30,krx_pykrx,2019-08-30
004990,KOSPI,기타 금융업,롯데지주,,60,2019-08-30,krx_pykrx,2019-08-30
005940,KOSPI,금융 지원 서비스업,NH투자증권,,61,2019-08-30,krx_pykrx,2019-08-30
282330,KOSPI,종합 소매업,BGF리테일,,62,2019-08-30,krx_pykrx,2019-08-30
271560,KOSPI,기타 식품 제조업,오리온,,63,2019-08-30,krx_pykrx,2019-08-30
081660,KOSPI,생활용품 도매업,미스토홀딩스,,64,2019-08-30,krx_pykrx,2019-08-30
000210,KOSPI,기초 화학물질 제조업,DL,,65,2019-08-30,krx_pykrx,2019-08-30
097950,KOSPI,기타 식품 제조업,CJ제일제당,,66,2019-08-30,krx_pykrx,2019-08-30
005830,KOSPI,보험업,DB손해보험,,67,2019-08-30,krx_pykrx,2019-08-30
000120,KOSPI,도로 화물 운송업,CJ대한통운,,68,2019-08-30,krx_pykrx,2019-08-30
139480,KOSPI,종합 소매업,이마트,,69,2019-08-30,krx_pykrx,2019-08-30
128940,KOSPI,의약품 제조업,한미약품,,70,2019-08-30,krx_pykrx,2019-08-30
