ticker,market,sector,name,market_cap,rank,as_of,source,source_as_of
005930,KOSPI,통신 및 방송 장비 제조업,삼성전자,,1,2026-06-30,krx_pykrx,2026-06-30
000660,KOSPI,반도체 제조업,SK하이닉스,,2,2026-06-30,krx_pykrx,2026-06-30
402340,KOSPI,기타 금융업,SK스퀘어,,3,2026-06-30,krx_pykrx,2026-06-30
009150,KOSPI,전자부품 제조업,삼성전기,,4,2026-06-30,krx_pykrx,2026-06-30
005380,KOSPI,자동차용 엔진 및 자동차 제조업,현대차,,5,2026-06-30,krx_pykrx,2026-06-30
373220,KOSPI,일차전지 및 이차전지 제조업,LG에너지솔루션,,6,2026-06-30,krx_pykrx,2026-06-30
032830,KOSPI,보험업,삼성생명,,7,2026-06-30,krx_pykrx,2026-06-30
028260,KOSPI,기타 전문 도매업,삼성물산,,8,2026-06-30,krx_pykrx,2026-06-30
207940,KOSPI,기초 의약물질 제조업,삼성바이오로직스,,9,2026-06-30,krx_pykrx,2026-06-30
329180,KOSPI,선박 및 보트 건조업,HD현대중공업,,10,2026-06-30,krx_pykrx,2026-06-30
034730,KOSPI,기타 금융업,SK,,11,2026-06-30,krx_pykrx,2026-06-30
105560,KOSPI,기타 금융업,KB금융,,12,2026-06-30,krx_pykrx,2026-06-30
034020,KOSPI,일반 목적용 기계 제조업,두산에너빌리티,,13,2026-06-30,krx_pykrx,2026-06-30
000270,KOSPI,자동차용 엔진 및 자동차 제조업,기아,,14,2026-06-30,krx_pykrx,2026-06-30
012450,KOSPI,"항공기,우주선 및 부품 제조업",한화에어로스페이스,,15,2026-06-30,krx_pykrx,2026-06-30
012330,KOSPI,자동차 신품 부품 제조업,현대모비스,,16,2026-06-30,krx_pykrx,2026-06-30
055550,KOSPI,기타 금융업,신한지주,,17,2026-06-30,krx_pykrx,2026-06-30
068270,KOSPI,기초 의약물질 제조업,셀트리온,,18,2026-06-30,krx_pykrx,2026-06-30
006400,KOSPI,일차전지 및 이차전지 제조업,삼성SDI,,19,2026-06-30,krx_pykrx,2026-06-30
010120,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",LS ELECTRIC,,20,2026-06-30,krx_pykrx,2026-06-30
267260,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",HD현대일렉트릭,,21,2026-06-30,krx_pykrx,2026-06-30
066570,KOSPI,통신 및 방송 장비 제조업,LG전자,,22,2026-06-30,krx_pykrx,2026-06-30
298040,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",효성중공업,,23,2026-06-30,krx_pykrx,2026-06-30
086790,KOSPI,기타 금융업,하나금융지주,,24,2026-06-30,krx_pykrx,2026-06-30
035420,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",NAVER,,25,2026-06-30,krx_pykrx,2026-06-30
042660,KOSPI,선박 및 보트 건조업,한화오션,,26,2026-06-30,krx_pykrx,2026-06-30
000810,KOSPI,보험업,삼성화재,,27,2026-06-30,krx_pykrx,2026-06-30
005490,KOSPI,1차 철강 제조업,POSCO홀딩스,,28,2026-06-30,krx_pykrx,2026-06-30
009540,KOSPI,기타 금융업,HD한국조선해양,,29,2026-06-30,krx_pykrx,2026-06-30
042700,KOSPI,특수 목적용 기계 제조업,한미반도체,,30,2026-06-30,krx_pykrx,2026-06-30
006800,KOSPI,금융 지원 서비스업,미래에셋증권,,31,2026-06-30,krx_pykrx,2026-06-30
000150,KOSPI,전자부품 제조업,두산,,32,2026-06-30,krx_pykrx,2026-06-30
015760,KOSPI,전기업,한국전력,,33,2026-06-30,krx_pykrx,2026-06-30
011070,KOSPI,전자부품 제조업,LG이노텍,,34,2026-06-30,krx_pykrx,2026-06-30
010130,KOSPI,1차 비철금속 제조업,고려아연,,35,2026-06-30,krx_pykrx,2026-06-30
010140,KOSPI,선박 및 보트 건조업,삼성중공업,,36,2026-06-30,krx_pykrx,2026-06-30
