ticker,market,sector,name,market_cap,rank,as_of,source,source_as_of
005930,KOSPI,통신 및 방송 장비 제조업,삼성전자,,1,2019-07-31,krx_pykrx,2019-07-31
000660,KOSPI,반도체 제조업,SK하이닉스,,2,2019-07-31,krx_pykrx,2019-07-31
005380,KOSPI,자동차용 엔진 및 자동차 제조업,현대차,,3,2019-07-31,krx_pykrx,2019-07-31
051910,KOSPI,기초 화학물질 제조업,LG화학,,4,2019-07-31,krx_pykrx,2019-07-31
012330,KOSPI,자동차 신품 부품 제조업,현대모비스,,5,2019-07-31,krx_pykrx,2019-07-31
035420,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",NAVER,,6,2019-07-31,krx_pykrx,2019-07-31
068270,KOSPI,기초 의약물질 제조업,셀트리온,,7,2019-07-31,krx_pykrx,2019-07-31
055550,KOSPI,기타 금융업,신한지주,,8,2019-07-31,krx_pykrx,2019-07-31
017670,KOSPI,전기 통신업,SK텔레콤,,9,2019-07-31,krx_pykrx,2019-07-31
051900,KOSPI,기타 화학제품 제조업,LG생활건강,,10,2019-07-31,krx_pykrx,2019-07-31
005490,KOSPI,1차 철강 제조업,POSCO홀딩스,,11,2019-07-31,krx_pykrx,2019-07-31
207940,KOSPI,기초 의약물질 제조업,삼성바이오로직스,,12,2019-07-31,krx_pykrx,2019-07-31
105560,KOSPI,기타 금융업,KB금융,,13,2019-07-31,krx_pykrx,2019-07-31
015760,KOSPI,전기업,한국전력,,14,2019-07-31,krx_pykrx,2019-07-31
000270,KOSPI,자동차용 엔진 및 자동차 제조업,기아,,15,2019-07-31,krx_pykrx,2019-07-31
028260,KOSPI,기타 전문 도매업,삼성물산,,16,2019-07-31,krx_pykrx,2019-07-31
006400,KOSPI,일차전지 및 이차전지 제조업,삼성SDI,,17,2019-07-31,krx_pykrx,2019-07-31
018260,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",삼성에스디에스,,18,2019-07-31,krx_pykrx,2019-07-31
096770,KOSPI,석유 정제품 제조업,SK이노베이션,,19,2019-07-31,krx_pykrx,2019-07-31
034730,KOSPI,기타 금융업,SK,,20,2019-07-31,krx_pykrx,2019-07-31
032830,KOSPI,보험업,삼성생명,,21,2019-07-31,krx_pykrx,2019-07-31
033780,KOSPI,담배 제조업,KT&G,,22,2019-07-31,krx_pykrx,2019-07-31
000810,KOSPI,보험업,삼성화재,,23,2019-07-31,krx_pykrx,2019-07-31
003550,KOSPI,기타 금융업,LG,,24,2019-07-31,krx_pykrx,2019-07-31
066570,KOSPI,통신 및 방송 장비 제조업,LG전자,,25,2019-07-31,krx_pykrx,2019-07-31
035720,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",카카오,,26,2019-07-31,krx_pykrx,2019-07-31
010950,KOSPI,석유 정제품 제조업,S-Oil,,27,2019-07-31,krx_pykrx,2019-07-31
036570,KOSPI,소프트웨어 개발 및 공급업,NC,,28,2019-07-31,krx_pykrx,2019-07-31
086790,KOSPI,기타 금융업,하나금융지주,,29,2019-07-31,krx_pykrx,2019-07-31
316140,KOSPI,기타 금융업,우리금융지주,,30,2019-07-31,krx_pykrx,2019-07-31
010130,KOSPI,1차 비철금속 제조업,고려아연,,31,2019-07-31,krx_pykrx,2019-07-31
090430,KOSPI,기타 화학제품 제조업,아모레퍼시픽,,32,2019-07-31,krx_pykrx,2019-07-31
011170,KOSPI,기초 화학물질 제조업,롯데케미칼,,33,2019-07-31,krx_pykrx,2019-07-31
251270,KOSPI,소프트웨어 개발 및 공급업,넷마블,,34,2019-07-31,krx_pykrx,2019-07-31
009540,KOSPI,기타 금융업,HD한국조선해양,,35,2019-07-31,krx_pykrx,2019-07-31
024110,KOSPI,은행 및 저축기관,기업은행,,36,2019-07-31,krx_pykrx,2019-07-31
030200,KOSPI,전기 통신업,KT,,37,2019-07-31,krx_pykrx,2019-07-31
009150,KOSPI,전자부품 제조업,삼성전기,,38,2019-07-31,krx_pykrx,2019-07-31
035250,KOSPI,유원지 및 기타 오락관련 서비스업,강원랜드,,39,2019-07-31,krx_pykrx,2019-07-31
021240,KOSPI,그외 기타 개인 서비스업,코웨이,,40,2019-07-31,krx_pykrx,2019-07-31
018880,KOSPI,일반 목적용 기계 제조업,한온시스템,,41,2019-07-31,krx_pykrx,2019-07-31
086280,KOSPI,기타 운송관련 서비스업,현대글로비스,,42,2019-07-31,krx_pykrx,2019-07-31
032640,KOSPI,전기 통신업,LG유플러스,,43,2019-07-31,krx_pykrx,2019-07-31
267250,KOSPI,기타 금융업,HD현대,,44,2019-07-31,krx_pykrx,2019-07-31
034220,KOSPI,전자부품 제조업,LG디스플레이,,45,2019-07-31,krx_pykrx,2019-07-31
004020,KOSPI,1차 철강 제조업,현대제철,,46,2019-07-31,krx_pykrx,2019-07-31
006800,KOSPI,금융 지원 서비스업,미래에셋증권,,47,2019-07-31,krx_pykrx,2019-07-31
002790,KOSPI,기타 화학제품 제조업,아모레퍼시픽홀딩스,,48,2019-07-31,krx_pykrx,2019-07-31
000720,KOSPI,토목 건설업,현대건설,,49,2019-07-31,krx_pykrx,2019-07-31
078930,KOSPI,기타 금융업,GS,,50,2019-07-31,krx_pykrx,2019-07-31
010140,KOSPI,선박 및 보트 건조업,삼성중공업,,51,2019-07-31,krx_pykrx,2019-07-31
097950,KOSPI,기타 식품 제조업,CJ제일제당,,52,2019-07-31,krx_pykrx,2019-07-31
071050,KOSPI,기타 금융업,한국금융지주,,53,2019-07-31,krx_pykrx,2019-07-31
029780,KOSPI,기타 금융업,삼성카드,,54,2019-07-31,krx_pykrx,2019-07-31
081660,KOSPI,생활용품 도매업,미스토홀딩스,,55,2019-07-31,krx_pykrx,2019-07-31
005830,KOSPI,보험업,DB손해보험,,56,2019-07-31,krx_pykrx,2019-07-31
036460,KOSPI,연료용 가스 제조 및 배관공급업,한국가스공사,,57,2019-07-31,krx_pykrx,2019-07-31
012750,KOSPI,"경비, 경호 및 탐정업",에스원,,58,2019-07-31,krx_pykrx,2019-07-31
161390,KOSPI,고무제품 제조업,한국타이어앤테크놀로지,,59,2019-07-31,krx_pykrx,2019-07-31
023530,KOSPI,종합 소매업,롯데쇼핑,,60,2019-07-31,krx_pykrx,2019-07-31
005940,KOSPI,금융 지원 서비스업,NH투자증권,,61,2019-07-31,krx_pykrx,2019-07-31
000210,KOSPI,기초 화학물질 제조업,DL,,62,2019-07-31,krx_pykrx,2019-07-31
241560,KOSPI,특수 목적용 기계 제조업,두산밥캣,,63,2019-07-31,krx_pykrx,2019-07-31
047810,KOSPI,"항공기,우주선 및 부품 제조업",한국항공우주,,64,2019-07-31,krx_pykrx,2019-07-31
004990,KOSPI,기타 금융업,롯데지주,,65,2019-07-31,krx_pykrx,2019-07-31
282330,KOSPI,종합 소매업,BGF리테일,,66,2019-07-31,krx_pykrx,2019-07-31
139480,KOSPI,종합 소매업,이마트,,67,2019-07-31,krx_pykrx,2019-07-31
128940,KOSPI,의약품 제조업,한미약품,,68,2019-07-31,krx_pykrx,2019-07-31
028050,KOSPI,"건축기술, 엔지니어링 및 관련 기술 서비스업",삼성E&A,,69,2019-07-31,krx_pykrx,2019-07-31
016360,KOSPI,금융 지원 서비스업,삼성증권,,70,2019-07-31,krx_pykrx,2019-07-31
000120,KOSPI,도로 화물 운송업,CJ대한통운,,71,2019-07-31,krx_pykrx,2019-07-31
008560,KOSPI,,,,72,2019-07-31,krx_pykrx,2019-07-31
271560,KOSPI,기타 식품 제조업,오리온,,73,2019-07-31,krx_pykrx,2019-07-31
042660,KOSPI,선박 및 보트 건조업,한화오션,,74,2019-07-31,krx_pykrx,2019-07-31
030000,KOSPI,광고업,제일기획,,75,2019-07-31,krx_pykrx,2019-07-31
008770,KOSPI,기타 상품 전문 소매업,호텔신라,,76,2019-07-31,krx_pykrx,2019-07-31
009830,KOSPI,기초 화학물질 제조업,한화솔루션,,77,2019-07-31,krx_pykrx,2019-07-31
008930,KOSPI,기타 금융업,한미사이언스,,78,2019-07-31,krx_pykrx,2019-07-31
007070,KOSPI,종합 소매업,GS리테일,,79,2019-07-31,krx_pykrx,2019-07-31
003410,KOSPI,,,,80,2019-07-31,krx_pykrx,2019-07-31
000100,KOSPI,의약품 제조업,유한양행,,81,2019-07-31,krx_pykrx,2019-07-31
001040,KOSPI,기타 금융업,CJ,,82,2019-07-31,krx_pykrx,2019-07-31
011070,KOSPI,전자부품 제조업,LG이노텍,,83,2019-07-31,krx_pykrx,2019-07-31
006360,KOSPI,건물 건설업,GS건설,,84,2019-07-31,krx_pykrx,2019-07-31
028670,KOSPI,해상 운송업,팬오션,,85,2019-07-31,krx_pykrx,2019-07-31
002380,KOSPI,기타 화학제품 제조업,KCC,,86,2019-07-31,krx_pykrx,2019-07-31
001450,KOSPI,보험업,현대해상,,87,2019-07-31,krx_pykrx,2019-07-31
011780,KOSPI,기초 화학물질 제조업,금호석유화학,,88,2019-07-31,krx_pykrx,2019-07-31
004170,KOSPI,종합 소매업,신세계,,89,2019-07-31,krx_pykrx,2019-07-31
003490,KOSPI,항공 여객 운송업,대한항공,,90,2019-07-31,krx_pykrx,2019-07-31
007310,KOSPI,기타 식품 제조업,오뚜기,,91,2019-07-31,krx_pykrx,2019-07-31
138930,KOSPI,기타 금융업,BNK금융지주,,92,2019-07-31,krx_pykrx,2019-07-31
088350,KOSPI,보험업,한화생명,,93,2019-07-31,krx_pykrx,2019-07-31
047050,KOSPI,상품 중개업,포스코인터내셔널,,94,2019-07-31,krx_pykrx,2019-07-31
017800,KOSPI,일반 목적용 기계 제조업,현대엘리베이터,,95,2019-07-31,krx_pykrx,2019-07-31
069620,KOSPI,의약품 제조업,대웅제약,,96,2019-07-31,krx_pykrx,2019-07-31
000150,KOSPI,전자부품 제조업,두산,,97,2019-07-31,krx_pykrx,2019-07-31
000880,KOSPI,기타 화학제품 제조업,한화,,98,2019-07-31,krx_pykrx,2019-07-31
004800,KOSPI,기타 금융업,효성,,99,2019-07-31,krx_pykrx,2019-07-31
010060,KOSPI,기타 금융업,OCI홀딩스,,100,2019-07-31,krx_pykrx,2019-07-31
069960,KOSPI,종합 소매업,현대백화점,,101,2019-07-31,krx_pykrx,2019-07-31
020150,KOSPI,전자부품 제조업,롯데에너지머티리얼즈,,102,2019-07-31,krx_pykrx,2019-07-31
026960,KOSPI,음·식료품 및 담배 도매업,동서,,103,2019-07-31,krx_pykrx,2019-07-31
