ticker,market,sector,name,market_cap,rank,as_of,source,source_as_of
005930,KOSPI,통신 및 방송 장비 제조업,삼성전자,,1,2025-08-29,krx_pykrx,2025-08-29
000660,KOSPI,반도체 제조업,SK하이닉스,,2,2025-08-29,krx_pykrx,2025-08-29
373220,KOSPI,일차전지 및 이차전지 제조업,LG에너지솔루션,,3,2025-08-29,krx_pykrx,2025-08-29
207940,KOSPI,기초 의약물질 제조업,삼성바이오로직스,,4,2025-08-29,krx_pykrx,2025-08-29
329180,KOSPI,선박 및 보트 건조업,HD현대중공업,,5,2025-08-29,krx_pykrx,2025-08-29
012450,KOSPI,"항공기,우주선 및 부품 제조업",한화에어로스페이스,,6,2025-08-29,krx_pykrx,2025-08-29
005380,KOSPI,자동차용 엔진 및 자동차 제조업,현대차,,7,2025-08-29,krx_pykrx,2025-08-29
000270,KOSPI,자동차용 엔진 및 자동차 제조업,기아,,8,2025-08-29,krx_pykrx,2025-08-29
105560,KOSPI,기타 금융업,KB금융,,9,2025-08-29,krx_pykrx,2025-08-29
034020,KOSPI,일반 목적용 기계 제조업,두산에너빌리티,,10,2025-08-29,krx_pykrx,2025-08-29
068270,KOSPI,기초 의약물질 제조업,셀트리온,,11,2025-08-29,krx_pykrx,2025-08-29
042660,KOSPI,선박 및 보트 건조업,한화오션,,12,2025-08-29,krx_pykrx,2025-08-29
035420,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",NAVER,,13,2025-08-29,krx_pykrx,2025-08-29
055550,KOSPI,기타 금융업,신한지주,,14,2025-08-29,krx_pykrx,2025-08-29
012330,KOSPI,자동차 신품 부품 제조업,현대모비스,,15,2025-08-29,krx_pykrx,2025-08-29
032830,KOSPI,보험업,삼성생명,,16,2025-08-29,krx_pykrx,2025-08-29
009540,KOSPI,기타 금융업,HD한국조선해양,,17,2025-08-29,krx_pykrx,2025-08-29
028260,KOSPI,기타 전문 도매업,삼성물산,,18,2025-08-29,krx_pykrx,2025-08-29
035720,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",카카오,,19,2025-08-29,krx_pykrx,2025-08-29
086790,KOSPI,기타 금융업,하나금융지주,,20,2025-08-29,krx_pykrx,2025-08-29
015760,KOSPI,전기업,한국전력,,21,2025-08-29,krx_pykrx,2025-08-29
005490,KOSPI,1차 철강 제조업,POSCO홀딩스,,22,2025-08-29,krx_pykrx,2025-08-29
011200,KOSPI,해상 운송업,HMM,,23,2025-08-29,krx_pykrx,2025-08-29
138040,KOSPI,기타 금융업,메리츠금융지주,,24,2025-08-29,krx_pykrx,2025-08-29
064350,KOSPI,그외 기타 운송장비 제조업,현대로템,,25,2025-08-29,krx_pykrx,2025-08-29
000810,KOSPI,보험업,삼성화재,,26,2025-08-29,krx_pykrx,2025-08-29
051910,KOSPI,기초 화학물질 제조업,LG화학,,27,2025-08-29,krx_pykrx,2025-08-29
402340,KOSPI,기타 금융업,SK스퀘어,,28,2025-08-29,krx_pykrx,2025-08-29
010140,KOSPI,선박 및 보트 건조업,삼성중공업,,29,2025-08-29,krx_pykrx,2025-08-29
316140,KOSPI,기타 금융업,우리금융지주,,30,2025-08-29,krx_pykrx,2025-08-29
267260,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",HD현대일렉트릭,,31,2025-08-29,krx_pykrx,2025-08-29
006400,KOSPI,일차전지 및 이차전지 제조업,삼성SDI,,32,2025-08-29,krx_pykrx,2025-08-29
033780,KOSPI,담배 제조업,KT&G,,33,2025-08-29,krx_pykrx,2025-08-29
010130,KOSPI,1차 비철금속 제조업,고려아연,,34,2025-08-29,krx_pykrx,2025-08-29
259960,KOSPI,소프트웨어 개발 및 공급업,크래프톤,,35,2025-08-29,krx_pykrx,2025-08-29
096770,KOSPI,석유 정제품 제조업,SK이노베이션,,36,2025-08-29,krx_pykrx,2025-08-29
024110,KOSPI,은행 및 저축기관,기업은행,,37,2025-08-29,krx_pykrx,2025-08-29
034730,KOSPI,기타 금융업,SK,,38,2025-08-29,krx_pykrx,2025-08-29
086280,KOSPI,기타 운송관련 서비스업,현대글로비스,,39,2025-08-29,krx_pykrx,2025-08-29
030200,KOSPI,전기 통신업,KT,,40,2025-08-29,krx_pykrx,2025-08-29
003670,KOSPI,일차전지 및 이차전지 제조업,포스코퓨처엠,,41,2025-08-29,krx_pykrx,2025-08-29
