ticker,market,sector,name,market_cap,rank,as_of,source,source_as_of
005930,KOSPI,통신 및 방송 장비 제조업,삼성전자,1853270318736000,1,2026-05-29,krx_pykrx,2026-05-29
000660,KOSPI,반도체 제조업,SK하이닉스,1662734617545000,2,2026-05-29,krx_pykrx,2026-05-29
402340,KOSPI,기타 금융업,SK스퀘어,162704689938000,3,2026-05-29,krx_pykrx,2026-05-29
009150,KOSPI,전자부품 제조업,삼성전기,158873491392000,4,2026-05-29,krx_pykrx,2026-05-29
005380,KOSPI,자동차용 엔진 및 자동차 제조업,현대차,148039864818000,5,2026-05-29,krx_pykrx,2026-05-29
373220,KOSPI,일차전지 및 이차전지 제조업,LG에너지솔루션,107172000000000,6,2026-05-29,krx_pykrx,2026-05-29
032830,KOSPI,보험업,삼성생명,77700000000000,7,2026-05-29,krx_pykrx,2026-05-29
329180,KOSPI,선박 및 보트 건조업,HD현대중공업,73053012600000,8,2026-05-29,krx_pykrx,2026-05-29
028260,KOSPI,기타 전문 도매업,삼성물산,70137478782500,9,2026-05-29,krx_pykrx,2026-05-29
012330,KOSPI,자동차 신품 부품 제조업,현대모비스,69682623744000,10,2026-05-29,krx_pykrx,2026-05-29
034020,KOSPI,일반 목적용 기계 제조업,두산에너빌리티,67643257017600,11,2026-05-29,krx_pykrx,2026-05-29
000270,KOSPI,자동차용 엔진 및 자동차 제조업,기아,66057879261600,12,2026-05-29,krx_pykrx,2026-05-29
207940,KOSPI,기초 의약물질 제조업,삼성바이오로직스,63094566213000,13,2026-05-29,krx_pykrx,2026-05-29
012450,KOSPI,"항공기,우주선 및 부품 제조업",한화에어로스페이스,60483869373000,14,2026-05-29,krx_pykrx,2026-05-29
105560,KOSPI,기타 금융업,KB금융,56151278523000,15,2026-05-29,krx_pykrx,2026-05-29
006400,KOSPI,일차전지 및 이차전지 제조업,삼성SDI,55442844640000,16,2026-05-29,krx_pykrx,2026-05-29
034730,KOSPI,기타 금융업,SK,49011827228000,17,2026-05-29,krx_pykrx,2026-05-29
066570,KOSPI,통신 및 방송 장비 제조업,LG전자,47725198934000,18,2026-05-29,krx_pykrx,2026-05-29
055550,KOSPI,기타 금융업,신한지주,44427648189600,19,2026-05-29,krx_pykrx,2026-05-29
068270,KOSPI,기초 의약물질 제조업,셀트리온,42847399578900,20,2026-05-29,krx_pykrx,2026-05-29
267260,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",HD현대일렉트릭,37957633155000,21,2026-05-29,krx_pykrx,2026-05-29
042660,KOSPI,선박 및 보트 건조업,한화오션,37780771480200,22,2026-05-29,krx_pykrx,2026-05-29
035420,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",NAVER,36708463584000,23,2026-05-29,krx_pykrx,2026-05-29
010120,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",LS ELECTRIC,36225000000000,24,2026-05-29,krx_pykrx,2026-05-29
006800,KOSPI,금융 지원 서비스업,미래에셋증권,34357406432000,25,2026-05-29,krx_pykrx,2026-05-29
011070,KOSPI,전자부품 제조업,LG이노텍,34506642006000,26,2026-05-29,krx_pykrx,2026-05-29
298040,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",효성중공업,34360959380000,27,2026-05-29,krx_pykrx,2026-05-29
005490,KOSPI,1차 철강 제조업,POSCO홀딩스,33558786684500,28,2026-05-29,krx_pykrx,2026-05-29
000150,KOSPI,전자부품 제조업,두산,31934242620000,29,2026-05-29,krx_pykrx,2026-05-29
086790,KOSPI,기타 금융업,하나금융지주,31579727794800,30,2026-05-29,krx_pykrx,2026-05-29
009540,KOSPI,기타 금융업,HD한국조선해양,29937028068000,31,2026-05-29,krx_pykrx,2026-05-29
010130,KOSPI,1차 비철금속 제조업,고려아연,28658586437000,32,2026-05-29,krx_pykrx,2026-05-29
042700,KOSPI,특수 목적용 기계 제조업,한미반도체,26878040400000,33,2026-05-29,krx_pykrx,2026-05-29
051910,KOSPI,기초 화학물질 제조업,LG화학,25907389881000,34,2026-05-29,krx_pykrx,2026-05-29
307950,KOSPI,소프트웨어 개발 및 공급업,현대오토에버,25531727242000,35,2026-05-29,krx_pykrx,2026-05-29
015760,KOSPI,전기업,한국전력,24972402595300,36,2026-05-29,krx_pykrx,2026-05-29
000810,KOSPI,보험업,삼성화재,25404412137000,37,2026-05-29,krx_pykrx,2026-05-29
010140,KOSPI,선박 및 보트 건조업,삼성중공업,24596000000000,38,2026-05-29,krx_pykrx,2026-05-29
018260,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",삼성에스디에스,23135962200000,39,2026-05-29,krx_pykrx,2026-05-29
003550,KOSPI,기타 금융업,LG,22608884361000,40,2026-05-29,krx_pykrx,2026-05-29
064350,KOSPI,그외 기타 운송장비 제조업,현대로템,21883029746500,41,2026-05-29,krx_pykrx,2026-05-29
003670,KOSPI,일차전지 및 이차전지 제조업,포스코퓨처엠,21836297010000,42,2026-05-29,krx_pykrx,2026-05-29
316140,KOSPI,기타 금융업,우리금융지주,21802066704000,43,2026-05-29,krx_pykrx,2026-05-29
267250,KOSPI,기타 금융업,HD현대,21920581087500,44,2026-05-29,krx_pykrx,2026-05-29
017670,KOSPI,전기 통신업,SK텔레콤,21607879331800,45,2026-05-29,krx_pykrx,2026-05-29
272210,KOSPI,전자부품 제조업,한화시스템,19836535845000,46,2026-05-29,krx_pykrx,2026-05-29
096770,KOSPI,석유 정제품 제조업,SK이노베이션,20151092329600,47,2026-05-29,krx_pykrx,2026-05-29
033780,KOSPI,담배 제조업,KT&G,19173791223200,48,2026-05-29,krx_pykrx,2026-05-29
035720,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",카카오,18528921257300,49,2026-05-29,krx_pykrx,2026-05-29
011200,KOSPI,해상 운송업,HMM,18449734693200,50,2026-05-29,krx_pykrx,2026-05-29
086280,KOSPI,기타 운송관련 서비스업,현대글로비스,18187500000000,51,2026-05-29,krx_pykrx,2026-05-29
138040,KOSPI,기타 금융업,메리츠금융지주,17220034391700,52,2026-05-29,krx_pykrx,2026-05-29
079550,KOSPI,무기 및 총포탄 제조업,LIG디펜스앤에어로스페이스,17622000000000,53,2026-05-29,krx_pykrx,2026-05-29
047810,KOSPI,"항공기,우주선 및 부품 제조업",한국항공우주,16405060508100,54,2026-05-29,krx_pykrx,2026-05-29
024110,KOSPI,은행 및 저축기관,기업은행,16108002553800,55,2026-05-29,krx_pykrx,2026-05-29
000720,KOSPI,토목 건설업,현대건설,16369297455000,56,2026-05-29,krx_pykrx,2026-05-29
278470,KOSPI,기타 화학제품 제조업,에이피알,14806790302500,57,2026-05-29,krx_pykrx,2026-05-29
006260,KOSPI,기타 금융업,LS,13915200000000,58,2026-05-29,krx_pykrx,2026-05-29
030200,KOSPI,전기 통신업,KT,13306744968000,59,2026-05-29,krx_pykrx,2026-05-29
071050,KOSPI,기타 금융업,한국금융지주,13234923100000,60,2026-05-29,krx_pykrx,2026-05-29
0126Z0,KOSPI,기타 금융업,삼성에피스홀딩스,12043395716000,61,2026-05-29,krx_pykrx,2026-05-29
010950,KOSPI,석유 정제품 제조업,S-Oil,12091391860800,62,2026-05-29,krx_pykrx,2026-05-29
259960,KOSPI,소프트웨어 개발 및 공급업,크래프톤,11880275697500,63,2026-05-29,krx_pykrx,2026-05-29
047040,KOSPI,건물 건설업,대우건설,10765780115600,64,2026-05-29,krx_pykrx,2026-05-29
047050,KOSPI,상품 중개업,포스코인터내셔널,11223873874400,65,2026-05-29,krx_pykrx,2026-05-29
016360,KOSPI,금융 지원 서비스업,삼성증권,10698140000000,66,2026-05-29,krx_pykrx,2026-05-29
323410,KOSPI,은행 및 저축기관,카카오뱅크,10687497788800,67,2026-05-29,krx_pykrx,2026-05-29
