ticker,market,sector,name,market_cap,rank,as_of,source,source_as_of
005930,KOSPI,통신 및 방송 장비 제조업,삼성전자,,1,2024-08-30,krx_pykrx,2024-08-30
000660,KOSPI,반도체 제조업,SK하이닉스,,2,2024-08-30,krx_pykrx,2024-08-30
373220,KOSPI,일차전지 및 이차전지 제조업,LG에너지솔루션,,3,2024-08-30,krx_pykrx,2024-08-30
207940,KOSPI,기초 의약물질 제조업,삼성바이오로직스,,4,2024-08-30,krx_pykrx,2024-08-30
005380,KOSPI,자동차용 엔진 및 자동차 제조업,현대차,,5,2024-08-30,krx_pykrx,2024-08-30
068270,KOSPI,기초 의약물질 제조업,셀트리온,,6,2024-08-30,krx_pykrx,2024-08-30
000270,KOSPI,자동차용 엔진 및 자동차 제조업,기아,,7,2024-08-30,krx_pykrx,2024-08-30
105560,KOSPI,기타 금융업,KB금융,,8,2024-08-30,krx_pykrx,2024-08-30
055550,KOSPI,기타 금융업,신한지주,,9,2024-08-30,krx_pykrx,2024-08-30
005490,KOSPI,1차 철강 제조업,POSCO홀딩스,,10,2024-08-30,krx_pykrx,2024-08-30
035420,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",NAVER,,11,2024-08-30,krx_pykrx,2024-08-30
028260,KOSPI,기타 전문 도매업,삼성물산,,12,2024-08-30,krx_pykrx,2024-08-30
006400,KOSPI,일차전지 및 이차전지 제조업,삼성SDI,,13,2024-08-30,krx_pykrx,2024-08-30
051910,KOSPI,기초 화학물질 제조업,LG화학,,14,2024-08-30,krx_pykrx,2024-08-30
012330,KOSPI,자동차 신품 부품 제조업,현대모비스,,15,2024-08-30,krx_pykrx,2024-08-30
032830,KOSPI,보험업,삼성생명,,16,2024-08-30,krx_pykrx,2024-08-30
086790,KOSPI,기타 금융업,하나금융지주,,17,2024-08-30,krx_pykrx,2024-08-30
138040,KOSPI,기타 금융업,메리츠금융지주,,18,2024-08-30,krx_pykrx,2024-08-30
329180,KOSPI,선박 및 보트 건조업,HD현대중공업,,19,2024-08-30,krx_pykrx,2024-08-30
035720,KOSPI,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",카카오,,20,2024-08-30,krx_pykrx,2024-08-30
003670,KOSPI,일차전지 및 이차전지 제조업,포스코퓨처엠,,21,2024-08-30,krx_pykrx,2024-08-30
000810,KOSPI,보험업,삼성화재,,22,2024-08-30,krx_pykrx,2024-08-30
066570,KOSPI,통신 및 방송 장비 제조업,LG전자,,23,2024-08-30,krx_pykrx,2024-08-30
259960,KOSPI,소프트웨어 개발 및 공급업,크래프톤,,24,2024-08-30,krx_pykrx,2024-08-30
012450,KOSPI,"항공기,우주선 및 부품 제조업",한화에어로스페이스,,25,2024-08-30,krx_pykrx,2024-08-30
033780,KOSPI,담배 제조업,KT&G,,26,2024-08-30,krx_pykrx,2024-08-30
015760,KOSPI,전기업,한국전력,,27,2024-08-30,krx_pykrx,2024-08-30
009540,KOSPI,기타 금융업,HD한국조선해양,,28,2024-08-30,krx_pykrx,2024-08-30
011200,KOSPI,해상 운송업,HMM,,29,2024-08-30,krx_pykrx,2024-08-30
003550,KOSPI,기타 금융업,LG,,30,2024-08-30,krx_pykrx,2024-08-30
017670,KOSPI,전기 통신업,SK텔레콤,,31,2024-08-30,krx_pykrx,2024-08-30
316140,KOSPI,기타 금융업,우리금융지주,,32,2024-08-30,krx_pykrx,2024-08-30
018260,KOSPI,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",삼성에스디에스,,33,2024-08-30,krx_pykrx,2024-08-30
034020,KOSPI,일반 목적용 기계 제조업,두산에너빌리티,,34,2024-08-30,krx_pykrx,2024-08-30
000100,KOSPI,의약품 제조업,유한양행,,35,2024-08-30,krx_pykrx,2024-08-30
010130,KOSPI,1차 비철금속 제조업,고려아연,,36,2024-08-30,krx_pykrx,2024-08-30
042700,KOSPI,특수 목적용 기계 제조업,한미반도체,,37,2024-08-30,krx_pykrx,2024-08-30
024110,KOSPI,은행 및 저축기관,기업은행,,38,2024-08-30,krx_pykrx,2024-08-30
267260,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",HD현대일렉트릭,,39,2024-08-30,krx_pykrx,2024-08-30
042660,KOSPI,선박 및 보트 건조업,한화오션,,40,2024-08-30,krx_pykrx,2024-08-30
096770,KOSPI,석유 정제품 제조업,SK이노베이션,,41,2024-08-30,krx_pykrx,2024-08-30
009150,KOSPI,전자부품 제조업,삼성전기,,42,2024-08-30,krx_pykrx,2024-08-30
402340,KOSPI,기타 금융업,SK스퀘어,,43,2024-08-30,krx_pykrx,2024-08-30
323410,KOSPI,은행 및 저축기관,카카오뱅크,,44,2024-08-30,krx_pykrx,2024-08-30
034730,KOSPI,기타 금융업,SK,,45,2024-08-30,krx_pykrx,2024-08-30
047050,KOSPI,상품 중개업,포스코인터내셔널,,46,2024-08-30,krx_pykrx,2024-08-30
030200,KOSPI,전기 통신업,KT,,47,2024-08-30,krx_pykrx,2024-08-30
010140,KOSPI,선박 및 보트 건조업,삼성중공업,,48,2024-08-30,krx_pykrx,2024-08-30
