ticker,market,name,adv,adv_days,close,market_cap,rank,as_of
005930,KOSPI,,5684145945876.3,20,138100.0,817501997028200.0,1,2026-03-31
000660,KOSPI,,4214959148003.25,20,696000.0,506689646040000.0,2,2026-03-31
005380,KOSPI,,1330657426407.6,20,304500.0,62348739747000.0,3,2026-03-31
034020,KOSPI,,686835059552.5,20,83200.0,53294687347200.0,4,2026-03-31
394420,KOSDAQ,,662385512400.0,1,18450.0,200187998100.0,5,2026-03-31
005935,KOSPI,,633672776221.4,20,102000.0,83229415728000.0,6,2026-03-31
032820,KOSDAQ,,516892699859.85,20,3975.0,662858240250.0,7,2026-03-31
042700,KOSPI,,516438674130.0,20,167300.0,15945731060000.0,8,2026-03-31
086520,KOSDAQ,,475452970650.0,20,89900.0,12206276064800.0,9,2026-03-31
0088M0,KOSDAQ,,426773361450.0,2,39000.0,378992250000.0,10,2026-03-31
196170,KOSDAQ,,407945676837.5,20,468500.0,25067461678000.0,11,2026-03-31
090710,KOSDAQ,,392608497580.25,20,8270.0,987911019190.0,12,2026-03-31
272210,KOSPI,,377843389122.5,20,58000.0,10957324562000.0,13,2026-03-31
012450,KOSPI,,374593079978.25,20,1012000.0,52182161812000.0,14,2026-03-31
402340,KOSPI,,367867699519.4,20,416000.0,54948239840000.0,15,2026-03-31
279570,KOSPI,,358912120530.7143,7,8330.0,3379440607830.0,16,2026-03-31
006400,KOSPI,,348937039300.0,20,275000.0,22161020750000.0,17,2026-03-31
006800,KOSPI,,330363335970.0,20,25500.0,14460686217000.0,18,2026-03-31
035420,KOSPI,,326325609887.5,20,249500.0,39134733181000.0,19,2026-03-31
009830,KOSPI,,318189710736.25,20,27000.0,4641098472000.0,20,2026-03-31
009150,KOSPI,,298622923892.7,20,270000.0,20167297920000.0,21,2026-03-31
000270,KOSPI,,294415186287.2,20,122600.0,47864633554800.0,22,2026-03-31
042660,KOSPI,,288509975477.5,20,117900.0,36126139152600.0,23,2026-03-31
000720,KOSPI,,270806431212.2,20,74000.0,8240326610000.0,24,2026-03-31
047040,KOSPI,,261927449442.9,20,3820.0,1587678477160.0,25,2026-03-31
066570,KOSPI,,234969778386.2,20,93000.0,15148433991000.0,26,2026-03-31
000250,KOSDAQ,,233898140312.5,20,253500.0,5946469152000.0,27,2026-03-31
277810,KOSDAQ,,231606766775.0,20,476500.0,9244032337000.0,28,2026-03-31
298380,KOSDAQ,,229777536995.0,20,212000.0,11686534980000.0,29,2026-03-31
012330,KOSPI,,226113071850.0,20,372000.0,33752520876000.0,30,2026-03-31
005490,KOSPI,,224892486262.5,20,302500.0,24482217980000.0,31,2026-03-31
105560,KOSPI,,221503621961.45,20,126800.0,48369394660400.0,32,2026-03-31
015760,KOSPI,,220655651497.5,20,49850.0,32001909238450.0,33,2026-03-31
079550,KOSPI,,220509224525.0,20,468500.0,10307000000000.0,34,2026-03-31
024060,KOSDAQ,,200896091707.75,20,12370.0,185550000000.0,35,2026-03-31
247540,KOSDAQ,,197525785910.0,20,145800.0,14259435955200.0,36,2026-03-31
038500,KOSDAQ,,183336796423.7,20,4885.0,527171154810.0,37,2026-03-31
047810,KOSPI,,179798345125.0,20,124400.0,12125903310800.0,38,2026-03-31
064350,KOSPI,,176320061603.85,20,198800.0,21697487848400.0,39,2026-03-31
068270,KOSPI,,170896795905.0,20,209500.0,48386323005500.0,40,2026-03-31
403870,KOSDAQ,,168812881026.25,20,35000.0,2926369880000.0,41,2026-03-31
007660,KOSPI,,168155361941.15,20,116900.0,8581537701100.0,42,2026-03-31
010140,KOSPI,,165971617565.05,20,24450.0,21516000000000.0,43,2026-03-31
055550,KOSPI,,163608885856.95,20,79100.0,38402649279400.0,44,2026-03-31
319400,KOSDAQ,,162026356251.25,20,24000.0,2673024936000.0,45,2026-03-31
267260,KOSPI,,155179863330.0,20,868000.0,31288913180000.0,46,2026-03-31
329180,KOSPI,,153127308537.5,20,513000.0,53845108425000.0,47,2026-03-31
003280,KOSPI,,152937394704.85,20,1607.0,386362812693.0,48,2026-03-31
035720,KOSPI,,149199703906.25,20,62800.0,27784214577200.0,49,2026-03-31
373220,KOSPI,,148987135987.5,20,371500.0,86931000000000.0,50,2026-03-31
307950,KOSPI,,144608889762.5,20,312000.0,8556282384000.0,51,2026-03-31
352820,KOSPI,,142829045700.0,20,337500.0,14366825212500.0,52,2026-03-31
298040,KOSPI,,139982555592.95,20,1913000.0,17837860324000.0,53,2026-03-31
322000,KOSPI,,139271082445.0,20,57900.0,648480000000.0,54,2026-03-31
001440,KOSPI,,136939730472.5,20,25700.0,4791695610000.0,55,2026-03-31
028260,KOSPI,,136885325671.15,20,254500.0,43259030448000.0,56,2026-03-31
080220,KOSDAQ,,131576923715.0,20,32800.0,1129724922400.0,57,2026-03-31
