ticker,corp_code,market,name,first_month,last_month,months_in_universe
239340,01128622,KOSDAQ,,2019-06,2023-04,24
240550,01073261,KOSDAQ,,2025-02,2025-10,9
241520,01109715,KOSDAQ,,2021-05,2026-06,18
241820,01051092,KOSDAQ,,2020-03,2021-10,20
241840,00975290,KOSDAQ,,2019-07,2020-06,12
242040,01136348,KOSDAQ,,2019-05,2023-10,17
243070,01159853,KOSDAQ,,2021-04,2021-09,6
244460,01070149,KOSDAQ,,2019-09,2020-09,13
245620,01182550,KOSDAQ,,2020-03,2022-12,23
246690,00778235,KOSDAQ,,2021-04,2022-11,8
246710,01109937,KOSDAQ,,2019-04,2019-12,9
247660,00660459,KOSDAQ,,2021-10,2022-12,15
248070,01159233,KOSPI,,2021-02,2026-06,65
249420,01168383,KOSPI,,2021-12,2026-06,38
250000,01124680,KOSDAQ,,2023-08,2023-10,3
250060,01165155,KOSDAQ,,2023-08,2025-02,19
252500,01169267,KOSDAQ,,2019-01,2019-03,3
252990,01199727,KOSDAQ,,2021-05,2021-10,6
253450,01168684,KOSDAQ,,2019-01,2026-04,88
253590,01170865,KOSDAQ,,2023-12,2026-06,31
253840,01063954,KOSDAQ,,2019-05,2023-02,41
254490,00299844,KOSDAQ,,2023-01,2024-05,17
255220,00963976,KOSDAQ,,2024-07,2026-06,24
256150,01069736,KOSDAQ,,2019-09,2019-11,3
256840,01179617,KOSDAQ,,2021-03,2025-03,40
257370,01144569,KOSDAQ,,2019-01,2019-05,5
257720,00982023,KOSDAQ,,2021-09,2026-06,46
258790,01182408,KOSDAQ,,2021-01,2021-02,2
258830,00959229,KOSDAQ,,2021-12,2023-06,19
260660,00447007,KOSDAQ,,2019-12,2020-09,10
260930,01144028,KOSDAQ,,2025-09,2025-11,3
261520,01211889,KOSDAQ,,2025-12,2026-04,5
261780,01141599,KOSDAQ,,2021-11,2026-06,12
262260,00604268,KOSDAQ,,2020-08,2020-11,4
262840,01146822,KOSDAQ,,2021-02,2021-04,3
263050,01110678,KOSDAQ,,2019-01,2023-02,35
263540,00971090,KOSDAQ,,2019-06,2020-02,9
263690,00966168,KOSDAQ,,2019-01,2019-11,11
263720,01186404,KOSDAQ,,2023-01,2023-03,3
263800,00877819,KOSDAQ,,2019-01,2023-04,4
264850,01199189,KOSDAQ,,2023-10,2025-05,20
265520,01203808,KOSDAQ,,2019-01,2025-04,51
265560,00659976,KOSDAQ,,2021-08,2022-06,11
267320,01208849,KOSDAQ,,2020-10,2026-06,34
267850,00458234,KOSPI,,2019-05,2024-07,29
268600,01182444,KOSDAQ,,2019-01,2023-04,52
269620,01188378,KOSDAQ,,2020-10,2022-03,18
270520,01228515,KOSDAQ,,2022-12,2024-09,22
270660,01201590,KOSDAQ,,2022-02,2026-03,43
270870,01214248,KOSDAQ,,2019-01,2019-11,11
271980,01236897,KOSPI,,2019-01,2021-06,17
272110,00769158,KOSDAQ,,2019-12,2020-01,2
272290,01237540,KOSDAQ,,2019-01,2026-06,90
273640,01215618,KOSDAQ,,2021-10,2022-01,4
274090,01158553,KOSDAQ,,2026-01,2026-06,6
274400,00965318,KOSDAQ,,2023-07,2024-02,8
276040,01290248,KOSDAQ,,2022-02,2023-04,15
276730,01230255,KOSDAQ,,2021-05,2022-05,8
277410,01243161,KOSDAQ,,2023-08,2023-11,4
277810,01261644,KOSDAQ,,2021-02,2026-06,51
277880,01139035,KOSDAQ,,2023-05,2023-09,5
278280,00897752,KOSDAQ,,2019-02,2024-12,71
278650,01189438,KOSDAQ,,2019-11,2024-09,38
279570,01203312,KOSPI,,2026-03,2026-06,4
281740,01255652,KOSDAQ,,2023-04,2026-06,39
282720,00872656,KOSDAQ,,2023-03,2025-02,19
284620,01263527,KOSDAQ,,2020-07,2020-12,6
28513K,,KOSPI,,2020-06,2021-05,12
285490,01259232,KOSDAQ,,2019-01,2019-10,8
285800,00816933,KOSDAQ,,2023-06,2024-05,12
286750,01136001,KOSDAQ,,2019-08,2019-12,5
286940,01262032,KOSPI,,2019-01,2024-11,23
287840,01374443,KOSDAQ,,2025-05,2026-06,14
288180,01101254,KOSDAQ,,2026-05,2026-06,2
288330,01227039,KOSDAQ,,2020-01,2025-10,19
288620,01257872,KOSDAQ,,2019-01,2020-11,13
288980,01423837,KOSDAQ,,2022-11,2023-12,14
289010,00983934,KOSDAQ,,2020-03,2020-12,10
289080,00599151,KOSDAQ,,2019-01,2021-05,20
289220,01264438,KOSDAQ,,2021-03,2023-05,27
289930,01270749,KOSDAQ,,2024-10,2025-08,11
290090,01217014,KOSDAQ,,2021-11,2022-05,7
290120,01182578,KOSDAQ,,2019-01,2019-10,10
290380,00384948,KOSDAQ,,2019-01,2019-07,7
290510,00540340,KOSDAQ,,2019-11,2021-11,25
290550,01137903,KOSDAQ,,2019-01,2019-06,6
290650,01181515,KOSDAQ,,2019-01,2026-06,20
290670,01259418,KOSDAQ,,2019-01,2024-01,19
290690,00605522,KOSDAQ,,2020-11,2026-06,43
291230,01276901,KOSDAQ,,2021-06,2023-06,25
291650,01265251,KOSDAQ,,2020-09,2021-03,7
291810,01524507,KOSDAQ,,2022-10,2023-07,10
293480,00248974,KOSPI,,2019-01,2019-09,9
293490,01137383,KOSDAQ,,2020-09,2026-06,70
293580,00651017,KOSDAQ,,2025-06,2025-07,2
293780,01251595,KOSDAQ,,2019-06,2023-02,45
294090,01274310,KOSDAQ,,2020-09,2025-04,37
294140,01011395,KOSDAQ,,2020-02,2023-12,20
294570,01311055,KOSDAQ,,2021-04,2026-03,23
294630,00867973,KOSDAQ,,2020-02,2024-07,17
294870,01310269,KOSPI,,2019-01,2026-06,76
295310,01011368,KOSDAQ,,2024-06,2026-06,25
296640,01341630,KOSDAQ,,2022-10,2023-04,7
297090,00765462,KOSDAQ,,2019-11,2024-02,22
297570,01309795,KOSDAQ,,2021-04,2021-07,4
297890,00523936,KOSDAQ,,2024-07,2025-03,9
298000,01316236,KOSPI,,2021-04,2022-05,14
298060,01110474,KOSDAQ,,2020-06,2021-04,11
298380,01256864,KOSDAQ,,2019-01,2026-06,90
298690,00651901,KOSPI,,2019-01,2020-07,19
298830,01012640,KOSDAQ,,2023-05,2026-06,33
298870,00682992,KOSDAQ,,2022-12,2023-04,5
299030,00601191,KOSDAQ,,2020-11,2024-10,31
299660,01235296,KOSDAQ,,2019-02,2025-11,59
299900,01276327,KOSDAQ,,2019-01,2024-05,56
299910,01259056,KOSDAQ,,2019-01,2019-05,5
300080,01237434,KOSDAQ,,2019-07,2020-02,8
300120,01251489,KOSDAQ,,2019-10,2020-09,12
302430,01258710,KOSDAQ,,2019-01,2019-09,9
303030,01318933,KOSDAQ,,2021-04,2021-07,4
303530,01264872,KOSDAQ,,2021-07,2022-03,9
303810,01233465,KOSDAQ,,2025-02,2025-05,4
304100,01050738,KOSDAQ,,2020-07,2026-03,36
304360,01258020,KOSDAQ,,2024-04,2025-07,16
304840,01118281,KOSDAQ,,2020-10,2023-08,20
305090,01267967,KOSDAQ,,2019-06,2019-10,5
306040,01222432,KOSDAQ,,2019-11,2020-08,10
306620,01325429,KOSDAQ,,2022-04,2023-06,15
307750,01329957,KOSDAQ,,2021-07,2023-02,20
307930,00598198,KOSDAQ,,2019-05,2020-07,15
308080,01335790,KOSDAQ,,2021-08,2022-08,13
308100,01181807,KOSDAQ,,2025-05,2025-10,6
308170,00450010,KOSPI,,2019-11,2020-09,11
308430,01275489,KOSDAQ,,2024-10,2026-04,19
309710,00914341,KOSDAQ,,2025-08,2026-04,9
309960,00231901,KOSDAQ,,2023-03,2023-05,3
310200,01335578,KOSDAQ,,2021-06,2021-08,3
310210,01327746,KOSDAQ,,2022-06,2026-06,49
311320,00668965,KOSDAQ,,2021-11,2022-05,7
311390,01219155,KOSDAQ,,2019-08,2020-03,8
313760,00863038,KOSDAQ,,2019-07,2019-12,6
314130,01276026,KOSDAQ,,2020-12,2021-05,6
314140,01182259,KOSDAQ,,2022-09,2023-04,8
314930,01117413,KOSDAQ,,2021-03,2025-08,15
315640,01344831,KOSDAQ,,2021-08,2024-08,19
317120,01327092,KOSDAQ,,2019-09,2021-03,14
317320,01351822,KOSDAQ,,2019-05,2019-10,6
317330,01021666,KOSDAQ,,2024-03,2026-06,28
317450,00179489,KOSPI,,2025-10,2026-03,6
317530,01267222,KOSDAQ,,2019-10,2020-03,6
317690,01311286,KOSDAQ,,2020-12,2025-02,11
317770,01231786,KOSDAQ,,2025-04,2025-11,8
317830,00624749,KOSDAQ,,2019-09,2026-03,20
317850,00450995,KOSDAQ,,2019-07,2023-12,26
317870,00964595,KOSDAQ,,2019-10,2020-05,8
318000,00876166,KOSDAQ,,2019-09,2024-01,18
318020,00962393,KOSDAQ,,2020-12,2021-04,5
318060,01565054,KOSDAQ,,2025-08,2026-06,11
318160,01288410,KOSDAQ,,2023-04,2023-06,3
319400,01358463,KOSDAQ,,2023-01,2026-06,26
319660,01365825,KOSDAQ,,2019-05,2026-06,86
320000,01359815,KOSDAQ,,2023-05,2023-10,6
321260,01359736,KOSDAQ,,2019-05,2019-08,4
321370,01593668,KOSDAQ,,2023-07,2026-06,12
321550,01335930,KOSDAQ,,2019-11,2021-03,17
321820,01116502,KOSDAQ,,2021-02,2021-04,3
322000,01199550,KOSPI,,2022-08,2026-06,26
322180,01309388,KOSDAQ,,2019-10,2020-01,4
322510,01153293,KOSDAQ,,2019-12,2025-04,35
322780,01364297,KOSDAQ,,2019-05,2019-07,3
323210,01366365,KOSDAQ,,2019-07,2019-09,3
323230,01384477,KOSDAQ,,2019-06,2019-08,3
323280,01366000,KOSDAQ,,2019-06,2026-06,28
323940,01371312,KOSDAQ,,2019-06,2019-08,3
323990,01335851,KOSDAQ,,2020-09,2025-01,53
327260,01343665,KOSDAQ,,2019-12,2020-04,5
328130,01397620,KOSDAQ,,2022-07,2026-06,48
328380,01390399,KOSDAQ,,2023-07,2023-12,6
330350,00765851,KOSDAQ,,2023-11,2024-02,4
330590,01363818,KOSPI,,2019-10,2020-07,10
330860,01368354,KOSDAQ,,2020-11,2021-04,6
331740,01649620,KOSDAQ,,2025-07,2026-04,10
331920,01114586,KOSDAQ,,2020-08,2021-02,7
332290,01394669,KOSDAQ,,2022-04,2023-09,13
332570,01015160,KOSDAQ,,2020-07,2026-06,16
333430,01396676,KOSDAQ,,2023-07,2025-12,16
333620,01310773,KOSDAQ,,2021-04,2021-11,8
334970,01258428,KOSDAQ,,2021-03,2021-11,9
335810,01137295,KOSDAQ,,2020-12,2021-06,7
335890,01406618,KOSDAQ,,2024-04,2025-11,20
336060,01408999,KOSDAQ,,2023-02,2024-11,7
33626K,,KOSPI,,2019-10,2020-01,4
336370,01412822,KOSPI,,2019-10,2025-06,69
338100,01391033,KOSPI,,2019-12,2020-01,2
338220,01344202,KOSDAQ,,2021-02,2025-06,28
338840,01226234,KOSDAQ,,2023-12,2024-12,13
339770,00453284,KOSPI,,2020-11,2021-01,3
340440,01416572,KOSDAQ,,2022-07,2023-01,7
340450,01432598,KOSDAQ,,2025-06,2025-08,3
340570,00608440,KOSDAQ,,2020-11,2022-05,19
340810,01315042,KOSDAQ,,2023-05,2023-11,7
340930,01368637,KOSDAQ,,2021-04,2023-07,4
342870,01428948,KOSDAQ,,2025-09,2025-11,3
344820,01428203,KOSPI,,2020-01,2020-08,8
344860,01419135,KOSDAQ,,2023-02,2023-04,3
347000,01023318,KOSDAQ,,2020-10,2021-03,6
347700,01336762,KOSDAQ,,2021-03,2026-06,9
347850,01376715,KOSDAQ,,2024-05,2026-06,26
347860,01405451,KOSDAQ,,2020-12,2023-10,25
348030,01210190,KOSDAQ,,2021-01,2021-04,4
348150,01399071,KOSDAQ,,2020-11,2021-05,7
348340,01336461,KOSDAQ,,2022-11,2026-06,29
348350,00925587,KOSDAQ,,2020-10,2021-01,4
348370,01011526,KOSDAQ,,2021-11,2026-06,56
351330,01135640,KOSDAQ,,2024-06,2024-08,3
351870,00909835,KOSDAQ,,2024-09,2025-05,9
352090,01226270,KOSDAQ,,2023-11,2024-02,4
352480,01226410,KOSDAQ,,2021-05,2021-07,3
352700,00875237,KOSDAQ,,2021-01,2021-05,5
352910,00494546,KOSDAQ,,2021-07,2022-03,9
352940,00367871,KOSDAQ,,2020-12,2021-04,5
353200,01478712,KOSPI,,2020-05,2026-06,74
353590,01084294,KOSDAQ,,2022-01,2023-04,16
353810,01480568,KOSDAQ,,2020-06,2022-10,18
354200,01397903,KOSDAQ,,2020-12,2021-05,6
354320,00229030,KOSDAQ,,2023-06,2024-07,14
355390,01514005,KOSDAQ,,2023-08,2025-10,16
355690,01444380,KOSDAQ,,2023-12,2024-07,8
356680,01372782,KOSDAQ,,2023-09,2026-06,31
356860,00920379,KOSDAQ,,2020-12,2026-06,14
356890,01293953,KOSDAQ,,2021-03,2021-05,3
357430,01442966,KOSPI,,2022-05,2022-05,1
357550,00921916,KOSDAQ,,2020-12,2023-11,11
357580,01012987,KOSDAQ,,2021-06,2022-06,13
357880,01381984,KOSDAQ,,2021-11,2023-05,15
358570,01351080,KOSDAQ,,2023-03,2026-06,40
360070,01360875,KOSDAQ,,2022-10,2024-10,25
360350,01493793,KOSDAQ,,2024-02,2024-07,6
361390,01014718,KOSDAQ,,2021-03,2021-05,3
361570,01303029,KOSDAQ,,2021-11,2022-01,3
361670,00405506,KOSDAQ,,2021-05,2021-07,3
362320,01534577,KOSDAQ,,2022-06,2026-01,17
362990,01492688,KOSDAQ,,2024-01,2024-03,3
363250,01437858,KOSDAQ,,2021-05,2021-09,5
364950,01307593,KOSDAQ,,2025-04,2026-01,10
365270,01397772,KOSDAQ,,2021-07,2022-09,11
365330,01135084,KOSDAQ,,2023-11,2026-06,28
365340,01274329,KOSDAQ,,2022-07,2024-10,28
366030,01307335,KOSDAQ,,2022-03,2023-08,18
367000,01454341,KOSDAQ,,2021-08,2022-01,6
368600,01302853,KOSDAQ,,2022-07,2022-12,6
368770,01513440,KOSDAQ,,2026-04,2026-06,3
370090,01357446,KOSDAQ,,2022-02,2022-11,10
371950,00417167,KOSDAQ,,2022-02,2023-01,12
372170,00925374,KOSDAQ,,2022-11,2024-12,26
372320,01492651,KOSDAQ,,2023-11,2025-04,18
372800,01429840,KOSDAQ,,2021-11,2022-04,6
372910,00534598,KOSPI,,2021-08,2022-02,7
373110,01492217,KOSDAQ,,2024-07,2024-12,6
373170,01497142,KOSDAQ,,2023-08,2023-11,4
373200,01514698,KOSDAQ,,2022-05,2023-04,12
376180,00604028,KOSDAQ,,2022-08,2023-10,15
376300,01456011,KOSDAQ,,2021-11,2026-06,43
376900,01335143,KOSDAQ,,2025-05,2026-06,14
376980,01441611,KOSDAQ,,2021-08,2022-07,12
377030,01409095,KOSDAQ,,2021-07,2023-06,24
377220,01217865,KOSDAQ,,2021-09,2025-07,12
377450,01210066,KOSDAQ,,2021-10,2022-01,4
377460,01175499,KOSDAQ,,2022-06,2022-09,4
377480,01297898,KOSDAQ,,2021-11,2026-01,33
377630,01528530,KOSDAQ,,2021-06,2022-11,10
377740,00622787,KOSPI,,2022-12,2023-06,7
378340,01488320,KOSDAQ,,2023-07,2025-05,23
378800,01387164,KOSDAQ,,2022-10,2026-02,26
378850,01532603,KOSPI,,2021-03,2021-03,1
380320,01534522,KOSDAQ,,2021-06,2022-09,7
380540,01506990,KOSDAQ,,2022-12,2023-05,6
380550,01782004,KOSDAQ,,2025-07,2026-06,12
381620,01293485,KOSDAQ,,2024-09,2026-06,18
381970,01323032,KOSPI,,2021-10,2023-09,24
382150,01423916,KOSDAQ,,2024-12,2025-08,9
382480,01311310,KOSDAQ,,2021-10,2023-08,18
382800,00958327,KOSDAQ,,2021-10,2022-02,5
382840,01459212,KOSDAQ,,2021-10,2024-03,30
382900,01435489,KOSDAQ,,2022-06,2026-06,23
383310,01566248,KOSDAQ,,2021-05,2025-07,51
383800,01562589,KOSPI,,2021-05,2021-10,6
384470,01512575,KOSDAQ,,2023-09,2024-06,10
387570,01455410,KOSDAQ,,2024-12,2025-05,6
388050,01462605,KOSDAQ,,2022-05,2026-06,50
388210,01529982,KOSDAQ,,2025-11,2026-06,8
388610,01221752,KOSDAQ,,2025-06,2025-11,6
388720,01152586,KOSDAQ,,2022-03,2026-06,37
388870,01495180,KOSDAQ,,2023-07,2024-06,12
389020,01365038,KOSDAQ,,2023-03,2025-05,27
389140,01513699,KOSDAQ,,2022-04,2026-06,29
389260,01150515,KOSDAQ,,2022-05,2023-08,16
389470,01516456,KOSDAQ,,2022-11,2026-06,35
389500,00567897,KOSDAQ,,2022-10,2026-06,25
389650,01385050,KOSDAQ,,2024-08,2026-06,23
391710,01573284,KOSDAQ,,2022-11,2023-05,7
393210,01436479,KOSDAQ,,2025-04,2025-11,8
393890,01291317,KOSDAQ,,2022-09,2026-06,46
393970,01549472,KOSDAQ,,2025-03,2026-02,12
394280,01571107,KOSDAQ,,2022-09,2025-04,32
394420,01685677,KOSDAQ,,2026-03,2026-06,4
394800,01506617,KOSDAQ,,2024-11,2026-05,19
395400,01535150,KOSPI,,2021-09,2021-12,4
396270,01515864,KOSDAQ,,2022-07,2025-04,34
396300,00534701,KOSDAQ,,2022-06,2023-07,14
396470,00866451,KOSDAQ,,2023-10,2025-05,20
397030,01375822,KOSDAQ,,2022-07,2026-06,30
397810,01551042,KOSDAQ,,2025-09,2025-11,3
399720,01364747,KOSDAQ,,2022-05,2026-06,50
402030,00601988,KOSDAQ,,2022-07,2024-03,21
402490,01370863,KOSDAQ,,2023-11,2025-03,17
403490,01299106,KOSDAQ,,2023-09,2024-03,7
403550,01026157,KOSPI,,2022-08,2023-03,8
403850,01138364,KOSDAQ,,2025-11,2026-03,5
403870,01288827,KOSDAQ,,2022-07,2026-06,48
405000,01575839,KOSDAQ,,2022-10,2023-06,9
405100,01033591,KOSDAQ,,2024-03,2024-08,6
405920,01021639,KOSDAQ,,2023-06,2023-08,3
406820,01147487,KOSDAQ,,2023-08,2023-10,3
407400,01586455,KOSDAQ,,2023-02,2025-08,24
408470,01445024,KOSDAQ,,2026-03,2026-06,4
408900,01139965,KOSDAQ,,2023-02,2025-11,13
411080,01242241,KOSDAQ,,2023-02,2025-11,24
412350,01573381,KOSDAQ,,2022-06,2024-07,18
412540,00528791,KOSDAQ,,2024-04,2024-12,9
413390,01563922,KOSDAQ,,2024-11,2025-06,8
413630,01601222,KOSDAQ,,2025-09,2026-04,8
415380,01540815,KOSDAQ,,2024-02,2024-04,3
415640,01880801,KOSPI,,2024-11,2025-01,3
416180,00761183,KOSDAQ,,2023-11,2026-04,30
417010,01524118,KOSDAQ,,2023-03,2023-12,10
417180,01584934,KOSDAQ,,2022-12,2023-05,6
417200,01528141,KOSDAQ,,2023-12,2026-06,31
417310,01180118,KOSPI,,2022-03,2022-05,3
417790,01134216,KOSDAQ,,2023-05,2023-10,6
417840,01383229,KOSDAQ,,2022-10,2023-08,11
417860,01472930,KOSDAQ,,2023-01,2023-05,5
417970,00657783,KOSDAQ,,2022-10,2023-05,8
418250,01579570,KOSDAQ,,2023-08,2024-03,8
418420,00965512,KOSDAQ,,2023-03,2024-04,14
418470,01467451,KOSDAQ,,2023-09,2024-07,11
418550,00411808,KOSDAQ,,2023-02,2025-05,28
418620,01516890,KOSDAQ,,2024-02,2024-06,5
419050,01526806,KOSDAQ,,2023-02,2024-05,16
419080,01587056,KOSDAQ,,2022-11,2023-07,9
419530,01082418,KOSDAQ,,2022-12,2026-06,28
419540,01506848,KOSDAQ,,2022-11,2023-08,10
420770,00765569,KOSDAQ,,2023-05,2025-04,24
424870,01203659,KOSDAQ,,2025-05,2026-06,14
424960,01555215,KOSDAQ,,2023-08,2024-06,11
424980,00624378,KOSDAQ,,2023-04,2023-09,6
425040,01301252,KOSDAQ,,2023-01,2026-06,23
429270,01284751,KOSDAQ,,2023-09,2023-11,3
430690,01602638,KOSDAQ,,2023-10,2024-02,5
432430,01406265,KOSDAQ,,2023-07,2024-11,17
432470,01402995,KOSDAQ,,2023-12,2024-12,13
432720,01584183,KOSDAQ,,2023-10,2026-06,33
432980,01217795,KOSDAQ,,2025-01,2025-02,2
434480,01583652,KOSDAQ,,2023-05,2023-12,8
435570,01253636,KOSDAQ,,2025-02,2025-08,7
437730,00262266,KOSDAQ,,2024-03,2026-06,23
438700,01605529,KOSDAQ,,2023-07,2023-11,5
439090,01136977,KOSDAQ,,2023-06,2025-08,27
439250,01675227,KOSDAQ,,2022-10,2022-12,3
439260,00182696,KOSPI,,2025-08,2026-06,11
439580,01559637,KOSDAQ,,2023-12,2026-01,22
439960,01802928,KOSDAQ,,2026-05,2026-06,2
440110,01292291,KOSDAQ,,2023-08,2026-06,26
440290,00309460,KOSDAQ,,2024-01,2024-03,3
440320,01585155,KOSDAQ,,2023-06,2024-02,9
441270,01686755,KOSDAQ,,2025-07,2026-06,12
443670,01381391,KOSDAQ,,2024-02,2025-04,15
444530,01590980,KOSDAQ,,2025-03,2025-10,8
445090,01540453,KOSDAQ,,2023-11,2025-08,22
445180,01027828,KOSDAQ,,2023-10,2024-06,9
445680,01498974,KOSDAQ,,2023-08,2026-06,35
446070,01702017,KOSPI,,2023-01,2023-08,8
446540,00923516,KOSDAQ,,2023-11,2024-06,8
448280,01218299,KOSDAQ,,2023-11,2024-06,8
448710,00959210,KOSDAQ,,2023-09,2024-12,16
448900,00765897,KOSDAQ,,2025-04,2026-06,15
450140,01712485,KOSPI,,2023-01,2025-12,12
45014K,,KOSPI,,2023-02,2023-04,3
450520,01222113,KOSDAQ,,2023-09,2024-03,7
450940,01706819,KOSDAQ,,2023-08,2023-08,1
450950,01590528,KOSDAQ,,2025-01,2025-08,8
451220,01546101,KOSDAQ,,2023-10,2024-10,13
451250,01283974,KOSDAQ,,2024-04,2024-12,9
451760,01685251,KOSDAQ,,2023-11,2024-07,9
452160,01309421,KOSDAQ,,2023-11,2024-01,3
452190,00607496,KOSDAQ,,2024-01,2025-08,20
452200,01689035,KOSDAQ,,2024-05,2024-12,8
452260,01722437,KOSPI,,2023-03,2026-06,12
45226K,,KOSPI,,2023-04,2023-06,3
452280,00958451,KOSDAQ,,2023-11,2025-04,14
452300,01497124,KOSDAQ,,2023-11,2024-04,6
452400,00338170,KOSDAQ,,2024-02,2024-05,4
452430,01676642,KOSDAQ,,2024-02,2024-11,10
452450,01429220,KOSDAQ,,2025-02,2026-02,13
453450,01299203,KOSDAQ,,2024-06,2025-01,8
453860,01538528,KOSDAQ,,2023-11,2024-02,4
455180,01638387,KOSDAQ,,2025-06,2025-12,7
455900,01592049,KOSDAQ,,2024-03,2025-06,16
455910,01725577,KOSDAQ,,2023-07,2023-08,2
456010,01373709,KOSDAQ,,2024-05,2026-06,26
456070,01544468,KOSDAQ,,2024-08,2025-05,10
456160,01577952,KOSDAQ,,2025-08,2026-06,11
456490,01760640,KOSDAQ,,2023-08,2023-09,2
457370,01016309,KOSDAQ,,2024-10,2025-02,5
457550,01030503,KOSDAQ,,2024-01,2026-06,30
457600,01453944,KOSDAQ,,2024-12,2025-06,7
458650,00319272,KOSDAQ,,2024-10,2025-05,8
458870,01514227,KOSDAQ,,2024-06,2024-11,6
459100,01445440,KOSDAQ,,2024-11,2025-03,5
459510,01594791,KOSDAQ,,2025-05,2026-06,14
459550,01466373,KOSDAQ,,2025-11,2026-04,6
460470,01678312,KOSDAQ,,2024-08,2025-03,8
460850,01765256,KOSPI,,2023-06,2023-09,4
460860,01765265,KOSPI,,2023-06,2024-12,19
460870,01142260,KOSDAQ,,2025-05,2025-09,5
460930,00667373,KOSDAQ,,2024-01,2026-06,27
460940,01419205,KOSDAQ,,2024-07,2024-11,5
461030,01497373,KOSDAQ,,2024-04,2025-05,14
461300,00657224,KOSDAQ,,2024-08,2025-01,6
462020,01767494,KOSDAQ,,2023-10,2023-12,3
462310,01467503,KOSDAQ,,2025-07,2025-11,5
462350,01700587,KOSDAQ,,2024-07,2026-06,15
462510,01504211,KOSDAQ,,2024-06,2024-12,7
462520,01770203,KOSPI,,2023-07,2024-01,7
462860,01563667,KOSDAQ,,2025-04,2026-04,13
462870,01384787,KOSPI,,2024-07,2026-03,21
463020,01639508,KOSDAQ,,2025-07,2025-12,6
463480,00367400,KOSDAQ,,2025-02,2026-01,12
464080,01686427,KOSDAQ,,2024-06,2026-06,25
464280,01232192,KOSDAQ,,2024-08,2025-02,7
464490,01671285,KOSDAQ,,2025-12,2026-04,5
464500,01706794,KOSDAQ,,2024-09,2025-07,11
464580,01605282,KOSDAQ,,2024-11,2025-04,6
465480,01284876,KOSDAQ,,2024-10,2025-06,9
465770,01784394,KOSPI,,2023-09,2025-08,19
466100,01784914,KOSDAQ,,2024-10,2026-06,21
466910,01785056,KOSDAQ,,2023-12,2024-01,2
467930,01785700,KOSDAQ,,2023-12,2023-12,1
468510,01786514,KOSDAQ,,2024-01,2024-01,1
468530,01688568,KOSDAQ,,2025-07,2026-06,12
468760,01787072,KOSDAQ,,2024-02,2024-02,1
469610,01745173,KOSDAQ,,2025-11,2026-06,8
469750,01516766,KOSDAQ,,2024-09,2025-01,5
469880,01791321,KOSDAQ,,2023-12,2023-12,1
469900,01791561,KOSDAQ,,2024-03,2024-04,2
471050,01792825,KOSDAQ,,2024-02,2024-02,1
473050,01798980,KOSDAQ,,2024-02,2024-02,1
474170,01636565,KOSDAQ,,2024-10,2026-06,14
474610,01286476,KOSDAQ,,2024-11,2025-09,11
474650,01764099,KOSDAQ,,2025-08,2026-06,11
474930,01807747,KOSDAQ,,2024-04,2024-04,1
475040,01370517,KOSDAQ,,2026-06,2026-06,1
475150,01817081,KOSPI,,2024-04,2026-06,27
475230,01708163,KOSDAQ,,2025-07,2026-04,10
475400,01588189,KOSDAQ,,2024-10,2026-06,21
475430,00204323,KOSDAQ,,2025-06,2025-08,3
475460,01374717,KOSDAQ,,2025-01,2025-10,10
475560,00968607,KOSPI,,2024-11,2025-06,8
475580,01641600,KOSDAQ,,2024-12,2025-12,13
475830,01658831,KOSDAQ,,2025-02,2026-06,17
475960,01573336,KOSDAQ,,2024-11,2026-06,20
476040,01626391,KOSDAQ,,2025-05,2026-03,11
476060,01632912,KOSDAQ,,2024-12,2026-06,19
476080,01704680,KOSDAQ,,2024-08,2025-06,11
476830,01596920,KOSDAQ,,2025-12,2026-06,7
477380,01814233,KOSDAQ,,2024-06,2024-06,1
477470,01817249,KOSDAQ,,2024-07,2024-08,2
477850,01709065,KOSDAQ,,2026-05,2026-06,2
478340,01787355,KOSDAQ,,2025-12,2026-06,7
478560,01718407,KOSDAQ,,2025-01,2025-04,4
478780,01817610,KOSDAQ,,2024-08,2024-09,2
479960,01137860,KOSDAQ,,2025-02,2025-07,6
480370,01210677,KOSPI,,2025-03,2025-08,6
481070,01803927,KOSDAQ,,2025-06,2025-08,3
481890,01834194,KOSDAQ,,2024-07,2024-09,3
482520,01845701,KOSDAQ,,2024-08,2024-09,2
482630,00863533,KOSDAQ,,2025-02,2026-06,17
484120,01380578,KOSDAQ,,2025-07,2025-10,4
484590,00141583,KOSDAQ,,2025-08,2026-06,11
484810,01458161,KOSDAQ,,2025-03,2026-03,13
484870,01519790,KOSPI,,2024-12,2026-06,19
486630,01851650,KOSDAQ,,2024-09,2024-09,1
486990,01810477,KOSDAQ,,2025-11,2026-06,8
487580,01565364,KOSDAQ,,2026-05,2026-06,2
488060,01854392,KOSDAQ,,2024-10,2024-11,2
488280,01803635,KOSDAQ,,2025-09,2026-06,10
488900,01194607,KOSDAQ,,2025-11,2026-06,8
489210,01866528,KOSDAQ,,2024-11,2025-01,2
489460,01657197,KOSDAQ,,2025-05,2025-11,7
489480,01873272,KOSDAQ,,2024-12,2024-12,1
489500,01747977,KOSDAQ,,2025-02,2025-07,6
489730,01857991,KOSDAQ,,2024-12,2024-12,1
