ticker,corp_code,market,name,first_month,last_month,months_in_universe
054920,00363592,KOSDAQ,,2023-02,2023-05,4
054930,00144650,KOSDAQ,,2019-01,2023-03,12
054940,00360577,KOSDAQ,,2019-06,2020-01,8
056080,00234227,KOSDAQ,,2022-01,2026-06,29
056090,00346610,KOSDAQ,,2022-02,2022-12,11
056190,00358271,KOSDAQ,,2019-01,2025-06,78
056700,00228350,KOSDAQ,,2022-07,2023-02,8
057030,00307222,KOSDAQ,,2019-01,2021-01,18
057540,00265005,KOSDAQ,,2020-10,2021-09,6
057680,00372688,KOSDAQ,,2021-12,2022-09,10
057880,00410739,KOSDAQ,,2020-09,2022-05,21
058110,00270113,KOSDAQ,,2023-02,2023-03,2
058400,00208134,KOSDAQ,,2019-09,2021-03,19
058430,00155258,KOSPI,,2021-04,2024-02,18
058610,00220686,KOSDAQ,,2022-10,2026-06,45
058630,00397058,KOSDAQ,,2021-03,2023-05,27
058730,00353878,KOSPI,,2019-01,2019-04,4
058820,00380429,KOSDAQ,,2019-01,2021-10,34
058850,00372882,KOSPI,,2023-02,2024-04,15
058860,00372873,KOSPI,,2023-02,2023-05,4
058970,00396925,KOSDAQ,,2023-04,2026-02,35
059090,00366942,KOSDAQ,,2019-01,2023-11,47
059270,00453442,KOSDAQ,,2021-04,2021-06,3
060150,00375931,KOSDAQ,,2019-05,2022-05,37
060230,00363510,KOSDAQ,,2023-02,2023-09,8
060240,00373571,KOSDAQ,,2022-04,2023-03,12
060250,00357740,KOSDAQ,,2020-04,2026-06,60
060280,00356802,KOSDAQ,,2023-06,2026-06,21
060310,00378363,KOSDAQ,,2024-01,2024-07,7
060370,00225742,KOSDAQ,,2024-06,2026-06,25
060480,00203847,KOSDAQ,,2019-01,2019-12,12
060560,00288495,KOSDAQ,,2021-10,2021-12,3
060720,00378628,KOSDAQ,,2019-12,2024-09,58
060850,00532129,KOSDAQ,,2020-08,2020-11,4
061040,00309831,KOSDAQ,,2020-07,2021-02,8
061250,00188973,KOSDAQ,,2020-03,2023-03,21
061970,00412348,KOSDAQ,,2019-01,2022-09,45
062970,00403766,KOSDAQ,,2020-01,2026-06,26
063080,00535746,KOSDAQ,,2021-11,2023-05,19
063160,00390055,KOSPI,,2020-12,2021-07,8
063170,00410915,KOSDAQ,,2019-01,2023-07,27
063440,00367604,KOSDAQ,,2019-12,2023-04,36
064240,00385336,KOSDAQ,,2019-04,2019-09,6
064260,00389970,KOSDAQ,,2019-08,2026-06,58
064480,00359076,KOSDAQ,,2023-02,2023-06,5
064510,00127699,KOSDAQ,,2019-01,2019-04,4
064550,00326731,KOSDAQ,,2020-03,2025-08,66
064820,00152437,KOSDAQ,,2025-09,2026-01,5
065060,00258102,KOSDAQ,,2019-01,2019-06,6
065350,00136226,KOSDAQ,,2021-01,2026-06,51
065440,00390514,KOSDAQ,,2021-06,2023-04,23
065450,00385363,KOSDAQ,,2019-03,2025-01,65
065500,00300405,KOSDAQ,,2025-01,2025-11,11
065530,00250137,KOSDAQ,,2019-04,2020-10,19
065660,00631837,KOSDAQ,,2019-01,2022-03,39
065940,00155382,KOSDAQ,,2019-01,2019-02,2
065950,00362159,KOSDAQ,,2019-01,2021-02,21
066130,00221728,KOSDAQ,,2019-04,2020-03,12
066360,00216434,KOSDAQ,,2019-09,2019-12,4
066410,00378220,KOSDAQ,,2021-11,2023-03,17
066575,,KOSPI,,2021-01,2026-06,12
066590,00301422,KOSDAQ,,2019-01,2021-04,25
066670,00371740,KOSDAQ,,2021-08,2023-08,16
066700,00249894,KOSDAQ,,2019-01,2020-12,24
066790,00249441,KOSDAQ,,2023-12,2025-08,21
066910,00306870,KOSDAQ,,2021-05,2021-06,2
067000,00397252,KOSDAQ,,2021-12,2023-03,16
067080,00210740,KOSDAQ,,2024-10,2026-03,18
067160,00399694,KOSDAQ,,2019-01,2026-06,90
067170,00397289,KOSDAQ,,2020-08,2021-04,9
067310,00445054,KOSDAQ,,2023-04,2026-06,39
067630,00365590,KOSDAQ,,2019-01,2026-02,86
068050,00397191,KOSDAQ,,2021-04,2021-06,3
068100,00426828,KOSDAQ,,2024-02,2024-05,4
068240,00523307,KOSDAQ,,2019-01,2021-04,28
068290,00423690,KOSPI,,2019-01,2022-03,34
068330,00385415,KOSDAQ,,2020-08,2025-09,17
069080,00405320,KOSDAQ,,2019-01,2022-08,44
069540,00367482,KOSDAQ,,2019-01,2026-06,11
070960,00365989,KOSPI,,2019-01,2020-01,13
071090,00435312,KOSPI,,2022-04,2025-12,19
071460,00300557,KOSDAQ,,2019-04,2019-07,4
072520,00408956,KOSDAQ,,2020-08,2021-10,15
073010,00328191,KOSDAQ,,2025-09,2025-12,4
073070,00235147,KOSDAQ,,2019-01,2020-06,18
073490,00462121,KOSDAQ,,2020-04,2021-03,12
073560,00413417,KOSDAQ,,2019-09,2020-01,5
073570,00440712,KOSDAQ,,2022-12,2025-01,26
073640,00373021,KOSDAQ,,2023-06,2024-04,11
074430,00466428,KOSDAQ,,2021-05,2022-10,10
074610,00469799,KOSPI,,2019-01,2024-07,44
075580,00415628,KOSPI,,2025-08,2026-06,11
075970,00472890,KOSDAQ,,2021-04,2023-10,10
076080,00487546,KOSDAQ,,2022-12,2023-11,12
077360,00471068,KOSDAQ,,2026-04,2026-06,3
077500,00414601,KOSPI,,2024-03,2024-05,3
077970,00480455,KOSPI,,2025-08,2026-06,11
078130,00104573,KOSDAQ,,2019-01,2022-04,40
078140,00442826,KOSDAQ,,2024-07,2025-01,7
078150,00255275,KOSDAQ,,2019-01,2025-06,34
078160,00453929,KOSDAQ,,2019-01,2021-03,27
078340,00476498,KOSDAQ,,2019-01,2025-09,81
078520,00400857,KOSPI,,2019-01,2019-08,8
078590,00230814,KOSDAQ,,2019-01,2021-03,24
078600,00177816,KOSDAQ,,2019-01,2026-06,90
078890,00441304,KOSDAQ,,2021-08,2022-07,12
079160,00303873,KOSPI,,2019-01,2023-03,51
079170,00202839,KOSDAQ,,2023-06,2023-08,3
079370,00442570,KOSDAQ,,2023-07,2025-07,25
079440,00176792,KOSPI,,2019-01,2020-01,13
079900,00372129,KOSPI,,2024-08,2026-06,23
079940,00506294,KOSDAQ,,2020-04,2020-10,7
080160,00456218,KOSDAQ,,2019-01,2022-07,43
080220,00447487,KOSDAQ,,2021-02,2026-06,46
080420,00480048,KOSDAQ,,2022-03,2022-04,2
080470,00486370,KOSDAQ,,2019-01,2019-04,4
080720,00532855,KOSDAQ,,2020-04,2021-02,11
081000,00508274,KOSPI,,2019-01,2021-04,28
081150,00497631,KOSDAQ,,2019-01,2023-01,37
081180,00406222,KOSDAQ,,2025-04,2025-07,4
082270,00492894,KOSDAQ,,2019-12,2026-06,43
082800,00533191,KOSDAQ,,2019-12,2021-03,16
082850,00369107,KOSDAQ,,2020-11,2025-03,23
082920,00154718,KOSDAQ,,2026-05,2026-06,2
083420,00454946,KOSPI,,2021-01,2023-06,14
083450,00540863,KOSDAQ,,2024-03,2026-06,28
083550,00242934,KOSDAQ,,2020-02,2020-12,11
083640,00475976,KOSDAQ,,2019-01,2020-04,16
083650,00409788,KOSDAQ,,2019-01,2026-06,23
083790,00407814,KOSDAQ,,2019-01,2022-03,39
083930,00442145,KOSDAQ,,2023-06,2023-10,5
084110,00228059,KOSDAQ,,2021-04,2021-12,9
084370,00531014,KOSDAQ,,2025-12,2026-06,7
084650,00545114,KOSDAQ,,2020-02,2025-12,71
084670,00540641,KOSPI,,2025-12,2026-06,7
084680,00540605,KOSPI,,2019-01,2024-04,23
084690,00539274,KOSPI,,2023-12,2025-08,21
084695,,KOSPI,,2023-12,2024-03,4
084850,00579980,KOSDAQ,,2019-11,2021-03,17
084990,00359395,KOSDAQ,,2019-01,2023-04,52
085310,00172228,KOSPI,,2019-01,2019-04,4
085370,00549925,KOSDAQ,,2023-06,2023-09,4
085660,00525679,KOSDAQ,,2019-01,2026-06,90
085670,00493510,KOSDAQ,,2024-02,2025-03,14
086040,00447502,KOSDAQ,,2020-11,2021-02,4
086060,00491053,KOSDAQ,,2019-12,2020-08,9
086390,00540447,KOSDAQ,,2019-01,2022-03,39
086710,00132202,KOSDAQ,,2021-01,2024-10,8
086820,00560982,KOSDAQ,,2019-01,2021-01,25
086890,00526872,KOSDAQ,,2021-03,2021-12,10
086900,00580199,KOSDAQ,,2019-01,2026-06,90
086960,00445841,KOSDAQ,,2022-12,2024-06,19
086980,00303794,KOSDAQ,,2021-04,2023-01,18
087010,00415868,KOSDAQ,,2019-01,2026-06,64
087260,00556615,KOSDAQ,,2020-05,2021-03,11
087730,00496225,KOSDAQ,,2019-01,2020-03,15
088280,00561723,KOSDAQ,,2023-12,2024-01,2
088340,00407294,KOSDAQ,,2024-08,2025-09,9
088800,00556907,KOSDAQ,,2019-01,2022-08,44
088980,00435297,KOSPI,,2019-01,2026-06,90
089010,00371485,KOSDAQ,,2020-01,2026-06,43
089030,00535676,KOSDAQ,,2024-04,2026-06,27
089140,00416414,KOSDAQ,,2021-08,2023-02,12
089150,00441447,KOSDAQ,,2021-04,2025-11,10
089590,00555874,KOSPI,,2019-01,2020-07,19
089860,00545716,KOSPI,,2021-08,2022-11,16
089890,00365934,KOSDAQ,,2021-08,2024-09,17
089970,00544577,KOSDAQ,,2026-06,2026-06,1
089980,00181299,KOSDAQ,,2019-01,2023-08,56
090080,00573579,KOSPI,,2019-01,2025-07,7
090360,00536523,KOSDAQ,,2022-02,2026-06,36
090410,00454937,KOSDAQ,,2022-06,2023-02,9
090460,00447609,KOSPI,,2019-01,2026-06,90
090710,00540429,KOSDAQ,,2019-01,2026-06,61
091120,00541163,KOSDAQ,,2019-01,2019-09,9
091580,00480783,KOSDAQ,,2023-04,2023-10,7
091590,00108001,KOSDAQ,,2019-01,2020-08,11
091700,00490151,KOSDAQ,,2019-05,2021-06,26
091810,00671376,KOSPI,,2024-10,2025-04,7
091990,00554024,KOSDAQ,,2019-01,2023-12,60
092040,00545734,KOSDAQ,,2019-01,2022-08,44
092190,00488402,KOSDAQ,,2020-05,2021-03,11
092200,00112165,KOSPI,,2025-12,2026-06,7
092220,00589127,KOSPI,,2019-05,2024-07,47
092300,00367455,KOSDAQ,,2021-05,2021-11,7
092460,00528515,KOSDAQ,,2025-10,2026-02,5
092600,00537337,KOSDAQ,,2019-01,2019-05,5
092790,00220613,KOSPI,,2023-08,2026-06,32
092870,00611736,KOSDAQ,,2024-03,2025-04,14
093230,00480950,KOSPI,,2019-07,2023-07,28
093380,00155373,KOSDAQ,,2019-01,2019-07,7
093520,00596677,KOSDAQ,,2025-08,2025-12,5
093640,00536888,KOSDAQ,,2023-03,2023-12,10
094170,00695969,KOSDAQ,,2023-07,2025-06,24
094360,00579971,KOSDAQ,,2022-01,2025-09,39
094480,00587457,KOSDAQ,,2021-03,2026-05,40
094820,00485177,KOSDAQ,,2021-07,2023-01,19
094940,00537832,KOSDAQ,,2019-01,2020-08,20
095190,00526951,KOSDAQ,,2019-01,2021-03,27
095340,00572905,KOSDAQ,,2023-06,2026-06,37
095500,00526836,KOSDAQ,,2022-01,2025-03,39
095610,00524421,KOSDAQ,,2019-01,2026-06,48
095660,00628860,KOSDAQ,,2021-10,2025-02,41
095700,00545929,KOSDAQ,,2019-01,2023-08,56
095720,00628189,KOSPI,,2019-12,2021-09,12
096040,00480756,KOSDAQ,,2021-02,2023-07,19
096300,00626710,KOSPI,,2022-11,2023-01,3
096530,00788773,KOSDAQ,,2019-01,2026-06,90
096610,00516246,KOSDAQ,,2019-01,2024-01,17
096630,00573269,KOSDAQ,,2019-01,2019-05,5
097230,00633835,KOSPI,,2019-01,2026-06,14
097520,00564562,KOSPI,,2019-12,2022-10,35
097780,00562360,KOSDAQ,,2019-12,2021-06,19
097870,00367385,KOSDAQ,,2022-03,2022-10,8
098070,00404941,KOSDAQ,,2025-03,2026-06,16
098460,00579999,KOSDAQ,,2019-01,2026-06,90
099190,00550994,KOSDAQ,,2023-08,2025-04,21
099220,00574611,KOSDAQ,,2019-12,2022-12,23
099320,00449254,KOSDAQ,,2021-01,2026-06,17
099430,00636656,KOSDAQ,,2021-09,2024-03,31
099440,00580056,KOSDAQ,,2023-09,2026-06,22
099750,00490090,KOSDAQ,,2019-03,2019-06,4
100090,00480367,KOSPI,,2020-09,2026-06,70
100130,00415594,KOSDAQ,,2020-07,2021-05,11
100590,00364740,KOSDAQ,,2019-01,2026-06,25
100660,00166528,KOSDAQ,,2019-01,2023-01,17
100700,00362201,KOSDAQ,,2021-01,2021-06,6
100790,00340096,KOSDAQ,,2019-03,2026-06,16
101140,00652423,KOSPI,,2019-01,2019-04,4
101170,00567222,KOSDAQ,,2022-06,2026-06,18
101360,00619640,KOSDAQ,,2020-07,2026-03,55
101490,00411048,KOSDAQ,,2020-02,2026-06,65
101670,00527491,KOSDAQ,,2022-09,2026-06,41
101730,00643656,KOSDAQ,,2021-11,2023-07,21
102120,00591441,KOSDAQ,,2024-01,2024-11,11
102280,00681142,KOSPI,,2021-06,2022-10,17
102370,00668600,KOSDAQ,,2022-01,2023-04,16
102460,00145598,KOSPI,,2021-05,2022-02,10
102710,00530185,KOSDAQ,,2019-01,2022-08,44
102940,00525642,KOSDAQ,,2019-01,2020-08,20
103590,00683469,KOSPI,,2024-03,2026-06,28
103840,00486875,KOSDAQ,,2019-11,2025-12,12
104040,00442905,KOSDAQ,,2020-11,2021-06,8
104200,00645089,KOSDAQ,,2021-12,2022-08,9
104480,00693554,KOSDAQ,,2019-01,2022-11,38
104620,00632845,KOSDAQ,,2019-01,2019-04,4
105740,00533003,KOSDAQ,,2019-01,2019-09,9
105760,00862312,KOSDAQ,,2024-01,2024-06,6
105840,00173944,KOSPI,,2021-07,2026-06,42
106240,00755739,KOSDAQ,,2021-08,2022-10,15
107600,00862880,KOSDAQ,,2022-08,2026-02,21
107640,00474588,KOSDAQ,,2024-06,2026-06,25
108230,00531917,KOSDAQ,,2019-01,2021-04,28
108320,00525934,KOSPI,,2021-06,2026-06,61
108490,00946030,KOSDAQ,,2019-01,2026-06,58
108860,00666064,KOSDAQ,,2022-01,2026-06,49
109080,00660291,KOSDAQ,,2021-07,2022-01,7
109610,00535481,KOSDAQ,,2020-12,2025-06,37
109670,00492706,KOSDAQ,,2023-12,2024-09,10
109820,00552992,KOSDAQ,,2020-07,2022-10,28
110020,00632793,KOSDAQ,,2019-01,2019-07,7
111380,00367710,KOSPI,,2023-11,2024-03,5
111710,00245694,KOSDAQ,,2019-01,2020-07,19
111870,00125965,KOSDAQ,,2019-01,2020-05,17
112040,00444329,KOSDAQ,,2019-01,2026-06,90
112290,00619507,KOSDAQ,,2022-08,2026-06,38
114190,00100601,KOSDAQ,,2022-11,2026-06,41
114450,00532059,KOSDAQ,,2019-12,2021-09,16
114570,00673976,KOSDAQ,,2019-01,2020-01,13
115440,00664048,KOSDAQ,,2019-10,2026-06,13
115450,00552859,KOSDAQ,,2019-01,2025-08,74
115500,00441650,KOSDAQ,,2024-12,2025-07,8
117580,00787376,KOSPI,,2022-02,2026-06,34
117670,00605124,KOSDAQ,,2019-01,2019-09,9
117730,00867098,KOSDAQ,,2019-01,2026-06,40
118000,00791209,KOSPI,,2020-08,2020-12,5
118990,00876908,KOSDAQ,,2020-04,2025-02,42
119650,00797364,KOSPI,,2019-04,2021-03,8
119850,00626464,KOSDAQ,,2025-04,2026-06,15
120030,00796994,KOSPI,,2022-08,2022-11,4
120240,00250997,KOSDAQ,,2020-08,2021-02,7
121600,00439965,KOSDAQ,,2020-09,2026-06,62
121800,00693651,KOSDAQ,,2019-11,2023-04,42
121850,00807397,KOSDAQ,,2022-01,2023-07,19
122350,00799177,KOSDAQ,,2019-01,2023-03,21
122450,00657987,KOSDAQ,,2020-12,2021-09,10
122870,00613318,KOSDAQ,,2019-01,2026-06,90
122990,00759294,KOSDAQ,,2019-01,2021-02,26
123040,00259545,KOSDAQ,,2019-09,2021-06,22
123260,00671437,KOSDAQ,,2019-01,2019-05,5
123410,00803425,KOSDAQ,,2024-04,2025-01,10
123420,00815767,KOSDAQ,,2019-01,2020-01,8
123690,00823429,KOSPI,,2019-01,2020-12,17
124500,00620868,KOSDAQ,,2025-06,2026-06,13
124560,00562245,KOSDAQ,,2019-12,2023-01,13
125020,00381756,KOSDAQ,,2025-05,2025-08,4
125210,00611912,KOSDAQ,,2019-03,2024-01,16
125490,00683061,KOSDAQ,,2025-08,2026-06,11
126560,00403632,KOSPI,,2021-04,2021-05,2
126700,00825959,KOSDAQ,,2022-02,2025-05,40
126720,00193328,KOSPI,,2022-08,2023-04,9
126870,00638539,KOSDAQ,,2019-01,2019-10,10
126880,00442154,KOSDAQ,,2019-01,2021-03,21
127120,00642541,KOSDAQ,,2020-09,2021-01,5
127980,00527002,KOSDAQ,,2023-02,2023-07,6
128540,00870481,KOSDAQ,,2019-01,2022-12,18
128660,00829380,KOSDAQ,,2022-03,2022-05,3
128820,00828789,KOSPI,,2022-06,2026-06,13
129890,01207716,KOSDAQ,,2020-12,2021-03,4
129920,00577335,KOSDAQ,,2022-08,2023-06,11
130500,00491938,KOSDAQ,,2021-07,2022-04,10
130660,00194947,KOSPI,,2021-06,2026-06,41
131220,00608316,KOSDAQ,,2020-11,2021-07,9
131370,00838962,KOSDAQ,,2019-06,2022-03,34
131390,00785475,KOSDAQ,,2021-09,2022-10,14
131400,00533924,KOSDAQ,,2022-10,2026-06,36
131970,00563545,KOSDAQ,,2020-08,2026-06,71
133750,00807555,KOSDAQ,,2019-10,2021-09,21
133820,00661847,KOSPI,,2019-01,2019-09,9
136150,00488244,KOSDAQ,,2025-05,2025-12,8
136410,00922304,KOSDAQ,,2022-02,2022-09,8
136480,00857727,KOSDAQ,,2019-09,2024-09,33
136510,00763358,KOSDAQ,,2021-11,2022-05,7
137400,00612294,KOSDAQ,,2023-04,2026-06,39
137940,00614593,KOSDAQ,,2021-06,2021-08,3
137950,00664853,KOSDAQ,,2019-10,2022-12,18
138080,00571483,KOSDAQ,,2019-01,2026-06,29
138490,00241005,KOSPI,,2021-10,2022-12,15
139670,00535375,KOSDAQ,,2021-02,2022-02,13
139990,00486705,KOSPI,,2021-08,2022-01,6
140410,00808022,KOSDAQ,,2019-01,2026-06,90
140670,00858124,KOSDAQ,,2022-05,2024-08,12
141020,00812362,KOSDAQ,,2019-01,2020-04,16
141080,00842619,KOSDAQ,,2019-01,2026-06,90
142280,00513948,KOSDAQ,,2020-05,2022-09,14
142760,00587925,KOSDAQ,,2021-09,2022-09,13
143160,00883980,KOSDAQ,,2019-01,2020-09,21
144510,01010642,KOSDAQ,,2019-01,2023-08,46
144620,00652159,KOSPI,,2019-01,2019-04,4
145170,00305941,KOSDAQ,,2024-05,2025-05,13
145210,00453488,KOSPI,,2023-05,2023-12,8
146060,00495633,KOSDAQ,,2023-09,2023-11,3
147830,00899556,KOSDAQ,,2019-01,2025-05,15
148150,00913689,KOSDAQ,,2019-07,2020-10,16
148930,00885906,KOSDAQ,,2022-08,2022-12,5
150840,00661157,KOSDAQ,,2019-04,2022-04,21
151860,00366137,KOSDAQ,,2021-06,2024-04,35
152550,00907013,KOSPI,,2023-05,2024-10,18
153710,00971726,KOSDAQ,,2019-01,2019-11,11
153890,00577593,KOSDAQ,,2026-06,2026-06,1
154030,00867478,KOSDAQ,,2019-01,2019-11,11
158430,00595182,KOSDAQ,,2025-01,2026-06,18
160190,00650771,KOSDAQ,,2024-06,2026-06,25
160600,00818472,KOSDAQ,,2019-08,2020-01,6
161000,00936787,KOSPI,,2023-04,2026-06,39
161580,00938721,KOSDAQ,,2023-07,2026-06,36
162300,00958664,KOSDAQ,,2022-12,2023-03,4
163280,01663116,KOSDAQ,,2024-11,2025-08,10
163730,01142075,KOSDAQ,,2021-01,2026-02,22
166090,00660750,KOSDAQ,,2019-01,2026-06,90
170030,00164502,KOSDAQ,,2020-10,2021-05,8
171090,00327819,KOSDAQ,,2021-05,2025-06,50
173130,00867849,KOSDAQ,,2019-01,2019-08,8
174880,00659684,KOSDAQ,,2020-01,2020-05,5
174900,00991191,KOSDAQ,,2019-01,2026-06,31
175250,00554352,KOSDAQ,,2019-01,2022-02,38
176750,00867034,KOSDAQ,,2025-01,2025-05,5
177350,00813389,KOSDAQ,,2022-05,2023-03,11
177900,00870065,KOSDAQ,,2024-12,2025-09,10
178320,00838005,KOSDAQ,,2019-01,2026-06,90
179290,00531829,KOSDAQ,,2019-01,2023-07,25
179900,00961774,KOSDAQ,,2019-01,2020-07,19
180400,00995993,KOSDAQ,,2019-01,2019-04,4
18064K,,KOSPI,,2019-04,2020-08,17
181710,00983271,KOSPI,,2019-04,2021-04,25
182360,00985686,KOSDAQ,,2019-01,2019-06,6
182400,00977650,KOSDAQ,,2021-10,2024-05,32
183300,00997812,KOSDAQ,,2025-09,2026-06,10
183490,00606886,KOSDAQ,,2019-01,2022-05,41
185490,00945457,KOSDAQ,,2021-05,2022-03,11
187660,01409022,KOSDAQ,,2021-06,2026-06,14
189300,00664181,KOSDAQ,,2026-03,2026-06,4
189690,00939942,KOSDAQ,,2023-12,2024-03,4
189860,00869272,KOSDAQ,,2019-01,2022-09,18
189980,00916516,KOSDAQ,,2021-03,2021-05,3
190510,00819374,KOSDAQ,,2022-12,2024-05,13
190650,00304915,KOSDAQ,,2019-11,2020-02,4
192250,01003040,KOSDAQ,,2019-04,2022-06,21
192440,00917861,KOSDAQ,,2019-04,2020-12,21
192650,00415646,KOSPI,,2019-04,2021-02,23
193250,01035678,KOSDAQ,,2019-01,2022-07,14
194480,01008762,KOSDAQ,,2021-03,2026-05,63
195500,00770312,KOSDAQ,,2019-08,2020-10,10
195870,01032413,KOSPI,,2022-06,2026-06,49
195940,01012066,KOSDAQ,,2021-08,2026-06,59
195990,00620558,KOSDAQ,,2020-11,2022-01,15
196450,01031502,KOSDAQ,,2019-01,2019-06,6
196490,00660121,KOSDAQ,,2019-01,2021-02,26
196700,00864338,KOSDAQ,,2022-03,2022-05,3
198440,01032583,KOSDAQ,,2019-01,2022-08,24
198940,00156600,KOSDAQ,,2023-01,2023-07,7
199430,00672603,KOSDAQ,,2024-03,2026-04,13
199480,01138595,KOSDAQ,,2024-08,2025-04,9
199550,01161432,KOSDAQ,,2024-02,2025-06,9
199730,01110058,KOSDAQ,,2023-03,2023-06,4
199820,00148470,KOSDAQ,,2024-06,2026-06,25
200130,01032404,KOSDAQ,,2020-08,2021-12,17
200230,00608802,KOSDAQ,,2019-01,2021-05,29
200350,00990819,KOSDAQ,,2021-12,2025-07,18
200470,00667425,KOSDAQ,,2024-04,2024-11,8
200670,00614478,KOSDAQ,,2021-06,2021-10,5
200710,00657002,KOSDAQ,,2019-01,2025-04,41
200780,00256043,KOSDAQ,,2020-03,2021-02,12
200880,01036446,KOSPI,,2023-05,2025-05,25
201490,00965813,KOSDAQ,,2021-12,2026-06,18
203400,00977377,KOSDAQ,,2021-09,2021-12,4
203650,01038693,KOSDAQ,,2021-04,2026-06,14
203690,01036367,KOSDAQ,,2019-01,2020-10,22
204270,00447575,KOSDAQ,,2020-03,2026-06,36
204610,00609661,KOSDAQ,,2022-11,2023-06,8
204630,01046203,KOSDAQ,,2021-11,2022-01,3
205470,01042979,KOSDAQ,,2020-04,2025-08,65
206560,01021949,KOSDAQ,,2019-01,2023-04,38
206640,01046708,KOSDAQ,,2020-02,2022-04,27
206650,00927558,KOSDAQ,,2020-08,2023-06,35
207760,01047840,KOSDAQ,,2019-08,2025-11,28
208140,01047415,KOSDAQ,,2019-01,2019-11,11
208340,00972293,KOSDAQ,,2019-01,2021-03,27
208370,01047451,KOSDAQ,,2023-04,2024-02,11
208710,01047707,KOSDAQ,,2021-07,2022-08,14
209640,01023211,KOSDAQ,,2024-10,2025-05,8
211270,00874803,KOSDAQ,,2021-02,2023-07,20
212710,01208751,KOSDAQ,,2025-02,2026-02,13
213420,01061558,KOSDAQ,,2025-09,2026-06,10
214150,01061327,KOSDAQ,,2022-03,2026-06,52
214270,01061497,KOSDAQ,,2019-06,2022-05,12
214330,00105606,KOSPI,,2020-09,2022-08,24
214370,00549891,KOSDAQ,,2025-09,2026-06,10
214390,00101664,KOSPI,,2021-01,2021-05,5
214420,00816544,KOSPI,,2019-01,2025-12,20
214450,00970453,KOSDAQ,,2024-06,2026-06,25
214610,01049167,KOSDAQ,,2022-06,2022-11,6
214680,01062867,KOSDAQ,,2019-07,2025-03,35
214870,00820389,KOSDAQ,,2020-06,2021-03,10
215100,01063990,KOSDAQ,,2019-04,2026-06,49
215200,01074862,KOSDAQ,,2019-01,2020-07,19
215360,01077577,KOSDAQ,,2019-01,2019-10,10
215380,01065013,KOSDAQ,,2020-02,2021-02,13
215480,01064069,KOSDAQ,,2019-01,2021-07,20
215600,00919966,KOSDAQ,,2019-01,2025-02,47
215790,01065679,KOSDAQ,,2026-06,2026-06,1
216080,01222867,KOSDAQ,,2019-11,2020-12,14
217480,01099667,KOSDAQ,,2019-01,2019-06,6
217500,01068348,KOSDAQ,,2021-01,2021-06,6
217590,00949161,KOSPI,,2025-12,2026-06,7
217600,01070857,KOSDAQ,,2020-08,2022-11,28
217730,01025644,KOSDAQ,,2019-01,2021-02,26
217820,01020843,KOSDAQ,,2023-08,2023-12,5
218150,01071944,KOSDAQ,,2022-02,2024-12,30
218410,01078178,KOSDAQ,,2019-01,2026-06,90
219420,01109955,KOSDAQ,,2019-07,2019-12,6
219550,01089378,KOSDAQ,,2023-07,2023-09,3
220100,01053540,KOSDAQ,,2024-08,2026-03,20
220260,01089350,KOSDAQ,,2019-07,2023-07,39
221610,00493431,KOSDAQ,,2021-05,2021-09,5
221800,01026616,KOSDAQ,,2023-12,2024-01,2
222080,01090471,KOSDAQ,,2020-04,2026-06,67
222800,01095722,KOSDAQ,,2020-09,2026-06,70
222810,01091382,KOSDAQ,,2019-12,2023-11,15
222980,00579139,KOSDAQ,,2022-06,2022-07,2
223250,00916826,KOSDAQ,,2020-06,2020-08,3
224110,01099861,KOSDAQ,,2020-08,2022-01,18
225190,00992543,KOSDAQ,,2024-10,2025-03,6
225220,01062177,KOSDAQ,,2020-08,2020-12,5
225430,01095704,KOSDAQ,,2019-01,2020-10,18
225530,00568461,KOSDAQ,,2019-01,2019-04,4
225570,01096341,KOSDAQ,,2019-01,2025-10,60
226330,01344336,KOSDAQ,,2019-12,2024-05,28
226360,01097906,KOSDAQ,,2023-01,2023-03,3
226440,01101722,KOSDAQ,,2019-01,2019-09,9
226590,01022142,KOSDAQ,,2025-03,2026-06,16
226950,01113718,KOSDAQ,,2019-01,2026-06,55
227950,01105621,KOSDAQ,,2020-11,2021-06,8
228670,00828761,KOSDAQ,,2019-08,2020-10,15
228760,01108248,KOSDAQ,,2019-04,2025-05,42
229000,01051472,KOSDAQ,,2020-06,2020-10,5
229640,01093007,KOSPI,,2023-08,2026-06,35
230240,01108442,KOSDAQ,,2019-05,2024-01,33
230360,01029394,KOSDAQ,,2019-05,2021-12,32
232140,01109539,KOSDAQ,,2024-01,2026-06,30
232830,01113499,KOSDAQ,,2023-06,2023-11,6
234030,00874168,KOSDAQ,,2025-07,2026-03,9
234100,00617998,KOSDAQ,,2019-01,2021-07,10
234300,01014055,KOSDAQ,,2019-01,2019-04,4
234340,00763701,KOSDAQ,,2019-07,2026-06,25
234690,01135057,KOSDAQ,,2019-10,2021-02,17
234920,01020524,KOSDAQ,,2023-05,2023-11,7
235980,01336373,KOSDAQ,,2019-12,2022-11,36
236200,01124653,KOSDAQ,,2019-01,2020-09,21
236810,01051065,KOSDAQ,,2021-01,2023-04,16
237690,00871833,KOSDAQ,,2020-08,2026-06,71
237880,00957735,KOSDAQ,,2019-01,2020-07,19
238090,00942131,KOSDAQ,,2019-01,2021-07,31
238200,01109070,KOSDAQ,,2019-01,2019-06,6
