ticker,market,name,adv,adv_days,close,market_cap,rank,as_of
086520,KOSDAQ,,1185806388100.0,20,692000.0,18426346256000.0,1,2023-08-31
005490,KOSPI,,999763397370.0,20,391500.0,33109636545000.0,2,2023-08-31
005930,KOSPI,,895011350219.8,20,71000.0,423854561050000.0,3,2023-08-31
247540,KOSDAQ,,636393667775.0,20,268500.0,26259660864000.0,4,2023-08-31
003670,KOSPI,,447862353225.0,20,388500.0,30094460970000.0,5,2023-08-31
022100,KOSDAQ,,417857041455.0,20,13000.0,1976451477000.0,6,2023-08-31
000660,KOSPI,,406515191718.2,20,114800.0,83574671502000.0,7,2023-08-31
047050,KOSPI,,373592296442.5,20,36650.0,6447570180200.0,8,2023-08-31
007660,KOSPI,,369175784108.5,20,18540.0,1172588608260.0,9,2023-08-31
001570,KOSPI,,359936965280.0,20,55000.0,3192752035000.0,10,2023-08-31
066970,KOSDAQ,,275458070890.0,20,285000.0,10328336160000.0,11,2023-08-31
042700,KOSPI,,269550767020.0,20,26500.0,2579491503000.0,12,2023-08-31
424960,KOSDAQ,,257825286890.0,3,12700.0,188421518000.0,13,2023-08-31
373220,KOSPI,,233314865175.35,20,612000.0,143208000000000.0,14,2023-08-31
035420,KOSPI,,212892536850.75,20,200500.0,32891841542500.0,15,2023-08-31
051910,KOSPI,,202324000884.2,20,746000.0,52661887878000.0,16,2023-08-31
440110,KOSDAQ,,201473516791.66666,6,29300.0,1407952226100.0,17,2023-08-31
418250,KOSDAQ,,195578939300.0,2,33400.0,264244801400.0,18,2023-08-31
445680,KOSDAQ,,189493116626.0,5,22050.0,176641844400.0,19,2023-08-31
009520,KOSDAQ,,173926634310.0,20,27200.0,1132681521600.0,20,2023-08-31
096770,KOSPI,,160490870077.5,20,201000.0,18585578364000.0,21,2023-08-31
006400,KOSPI,,154028344498.75,20,740000.0,50885752200000.0,22,2023-08-31
457190,KOSPI,,148417770615.0,20,310000.0,1707712190000.0,23,2023-08-31
001470,KOSPI,,145681603288.5,20,2710.0,535694846250.0,24,2023-08-31
328130,KOSDAQ,,142233950990.0,20,103100.0,1272321427400.0,25,2023-08-31
383310,KOSDAQ,,141524136000.0,20,69300.0,1060631787600.0,26,2023-08-31
065350,KOSDAQ,,141231569154.5,20,11780.0,323760907440.0,27,2023-08-31
277810,KOSDAQ,,137357421100.0,20,102100.0,1965521586600.0,28,2023-08-31
034020,KOSPI,,121331483011.5,20,18440.0,11811947532240.0,29,2023-08-31
388870,KOSDAQ,,119921900661.11111,9,8730.0,112782538260.0,30,2023-08-31
005070,KOSPI,,113057331800.0,20,227000.0,6957721612000.0,31,2023-08-31
035720,KOSPI,,105602894342.5,20,56600.0,25136298059600.0,32,2023-08-31
005380,KOSPI,,100464285340.0,20,196200.0,41502481477200.0,33,2023-08-31
068270,KOSPI,,99028474928.05,20,167000.0,24447273954000.0,34,2023-08-31
012450,KOSPI,,97808821425.0,20,108200.0,5478166000000.0,35,2023-08-31
035900,KOSDAQ,,96033463125.0,20,132400.0,4699867940800.0,36,2023-08-31
006740,KOSPI,,95747062005.0,20,21950.0,1020283148600.0,37,2023-08-31
064350,KOSPI,,95616526580.0,20,32150.0,3508924719950.0,38,2023-08-31
047310,KOSDAQ,,88847479096.0,20,6900.0,237504775800.0,39,2023-08-31
041020,KOSDAQ,,82195929422.0,20,2980.0,148181984040.0,40,2023-08-31
281740,KOSDAQ,,82128558952.5,20,17350.0,1140425007800.0,41,2023-08-31
091990,KOSDAQ,,81365117095.0,20,71100.0,11693099601000.0,42,2023-08-31
355390,KOSDAQ,,80803232000.0,1,47150.0,188170086300.0,43,2023-08-31
015750,KOSDAQ,,80305135046.0,20,9390.0,751200000000.0,44,2023-08-31
011810,KOSPI,,78939676915.5,20,7610.0,234608377990.0,45,2023-08-31
000270,KOSPI,,78901909167.65,20,81600.0,32806806964800.0,46,2023-08-31
304100,KOSDAQ,,77590842982.5,20,25250.0,283068129750.0,47,2023-08-31
352820,KOSPI,,76457921749.4,20,294000.0,12244827168000.0,48,2023-08-31
010140,KOSPI,,74354094805.5,20,6530.0,5746400000000.0,49,2023-08-31
005420,KOSPI,,74193961947.5,20,60700.0,2124999439600.0,50,2023-08-31
066570,KOSPI,,73933740340.0,20,125600.0,20554165438400.0,51,2023-08-31
373170,KOSDAQ,,73406233664.28572,7,26700.0,128995710000.0,52,2023-08-31
108860,KOSDAQ,,72990070419.5,20,19600.0,441201096000.0,53,2023-08-31
403870,KOSDAQ,,72124778522.4,20,27750.0,2252162250000.0,54,2023-08-31
299030,KOSDAQ,,71608505345.0,20,72200.0,548835375600.0,55,2023-08-31
042660,KOSPI,,68920570820.0,20,30100.0,3229449136900.0,56,2023-08-31
121600,KOSDAQ,,67429123608.5,20,148700.0,1613147117100.0,57,2023-08-31
117730,KOSDAQ,,66578117734.0,20,17070.0,263589323970.0,58,2023-08-31
006260,KOSPI,,66471522495.0,20,86000.0,2769200000000.0,59,2023-08-31
060280,KOSDAQ,,64157594465.0,20,12460.0,510311635400.0,60,2023-08-31
338220,KOSDAQ,,64015443892.5,20,30000.0,342661680000.0,61,2023-08-31
095340,KOSDAQ,,62629038087.5,20,52500.0,913472227500.0,62,2023-08-31
073640,KOSDAQ,,62418284932.2,20,5730.0,524947074000.0,63,2023-08-31
094170,KOSDAQ,,61809967224.5,20,8350.0,151657058700.0,64,2023-08-31
005935,KOSPI,,59741990923.25,20,60900.0,50113800030000.0,65,2023-08-31
229640,KOSPI,,57012829080.0,20,7020.0,214986650580.0,66,2023-08-31
217820,KOSDAQ,,56473792092.5,20,9710.0,412233767890.0,67,2023-08-31
378340,KOSDAQ,,56283029395.416664,12,114600.0,1077745615200.0,68,2023-08-31
105560,KOSPI,,55946265213.15,20,48750.0,19671164760000.0,69,2023-08-31
274400,KOSDAQ,,55905280799.07143,14,35000.0,273693910000.0,70,2023-08-31
361610,KOSPI,,55897800535.0,20,103000.0,7343651976000.0,71,2023-08-31
207940,KOSPI,,55858780912.0,20,795000.0,56583330000000.0,72,2023-08-31
450940,KOSDAQ,,55741597687.22222,9,2175.0,9874500000.0,73,2023-08-31
004830,KOSPI,,54865436550.25,20,4610.0,72284800000.0,74,2023-08-31
294630,KOSDAQ,,54180731040.25,20,3090.0,66544636290.0,75,2023-08-31
036930,KOSDAQ,,54007675717.0,20,17490.0,843878717880.0,76,2023-08-31
456490,KOSDAQ,,53009462870.35714,14,6810.0,28602000000.0,77,2023-08-31
009150,KOSPI,,52706788825.0,20,147400.0,11009850790400.0,78,2023-08-31
439090,KOSDAQ,,51202850555.0,20,47700.0,781243002000.0,79,2023-08-31
087010,KOSDAQ,,48937525245.5,20,7650.0,157795425450.0,80,2023-08-31
010600,KOSPI,,48796249826.85,20,2140.0,148192868560.0,81,2023-08-31
011930,KOSPI,,48381088289.25,20,2275.0,468304543525.0,82,2023-08-31
353200,KOSPI,,47808389892.5,20,25850.0,1277427511250.0,83,2023-08-31
406820,KOSDAQ,,47715823725.0,10,32600.0,115209704000.0,84,2023-08-31
009830,KOSPI,,46994739540.0,20,47750.0,8207868594000.0,85,2023-08-31
214680,KOSDAQ,,46971439804.0,20,3660.0,233118601620.0,86,2023-08-31
321370,KOSDAQ,,46196348322.72727,11,6830.0,177155925300.0,87,2023-08-31
161000,KOSPI,,45992984710.5,20,18480.0,899028142320.0,88,2023-08-31
277410,KOSDAQ,,45666307444.0,20,3380.0,109455719620.0,89,2023-08-31
008770,KOSPI,,45466802430.8,20,74100.0,2908285766100.0,90,2023-08-31
012330,KOSPI,,44775970250.0,20,222000.0,20931290868000.0,91,2023-08-31
027580,KOSDAQ,,44476101137.8,20,1640.0,97057297560.0,92,2023-08-31
005950,KOSPI,,44210584161.0,20,30100.0,675768929500.0,93,2023-08-31
011070,KOSPI,,44134463726.25,20,308500.0,7301302509500.0,94,2023-08-31
462520,KOSPI,,44084221062.5,8,45450.0,538817385600.0,95,2023-08-31
067310,KOSDAQ,,43337833570.0,20,20100.0,963229265400.0,96,2023-08-31
058430,KOSPI,,43308376917.5,20,46550.0,279300000000.0,97,2023-08-31
099190,KOSDAQ,,42976173948.0,20,20700.0,569628251100.0,98,2023-08-31
090430,KOSPI,,42798207435.0,20,103700.0,6065699108300.0,99,2023-08-31
005290,KOSDAQ,,42750173790.0,20,36950.0,1899765553300.0,100,2023-08-31
068760,KOSDAQ,,42674755635.0,20,81900.0,3243990859200.0,101,2023-08-31
323410,KOSPI,,42396624068.4,20,26900.0,12825035985300.0,102,2023-08-31
389470,KOSDAQ,,41133172495.0,20,9660.0,81197670960.0,103,2023-08-31
900250,KOSDAQ,,41034915885.25,20,3405.0,326508987795.0,104,2023-08-31
053610,KOSDAQ,,40721161560.0,20,41400.0,455400000000.0,105,2023-08-31
226330,KOSDAQ,,40637778403.0,20,8460.0,114393717360.0,106,2023-08-31
084650,KOSDAQ,,40514449937.75,20,6180.0,229401569100.0,107,2023-08-31
039030,KOSDAQ,,40490073545.0,20,97500.0,1201156125000.0,108,2023-08-31
086790,KOSPI,,39752268793.3,20,41700.0,12339174949200.0,109,2023-08-31
051900,KOSPI,,39362371644.3,20,519000.0,8105844243000.0,110,2023-08-31
420770,KOSDAQ,,39090612085.0,20,63400.0,803643057200.0,111,2023-08-31
011200,KOSPI,,38979755316.5,20,19190.0,9384667928240.0,112,2023-08-31
041510,KOSDAQ,,38819383030.0,20,104400.0,2487946064400.0,113,2023-08-31
354320,KOSDAQ,,38544841440.0,15,105600.0,630049833600.0,114,2023-08-31
002710,KOSPI,,38506985687.5,20,40400.0,1059033358800.0,115,2023-08-31
399720,KOSDAQ,,38397283110.0,20,30500.0,350393760000.0,116,2023-08-31
009540,KOSPI,,38257799143.3,20,105600.0,7473641049600.0,117,2023-08-31
432430,KOSDAQ,,38033203503.0,10,9140.0,144698575560.0,118,2023-08-31
348340,KOSDAQ,,37480036477.5,20,36850.0,384945049500.0,119,2023-08-31
412350,KOSDAQ,,37368150972.5,20,10030.0,84741052770.0,120,2023-08-31
322510,KOSDAQ,,36935979608.5,20,10800.0,174306524400.0,121,2023-08-31
137400,KOSDAQ,,36853515350.0,20,58000.0,1318989484000.0,122,2023-08-31
205470,KOSDAQ,,36488304089.6,20,2635.0,340903148715.0,123,2023-08-31
042670,KOSPI,,36478130805.5,20,11110.0,2217594362830.0,124,2023-08-31
036570,KOSPI,,36355837059.8,20,309000.0,6783792798000.0,125,2023-08-31
078600,KOSDAQ,,36125231185.0,20,109000.0,1687384637000.0,126,2023-08-31
055550,KOSPI,,35573316054.4,20,35250.0,18421311564750.0,127,2023-08-31
092790,KOSPI,,35536729546.666664,3,10810.0,281081620000.0,128,2023-08-31
131400,KOSDAQ,,35436867593.75,20,7380.0,436853041020.0,129,2023-08-31
000990,KOSPI,,34850541635.0,20,61900.0,2748272597200.0,130,2023-08-31
372170,KOSDAQ,,34829713010.0,20,194100.0,1548733216800.0,131,2023-08-31
001780,KOSPI,,34244529472.25,20,3390.0,304996374480.0,132,2023-08-31
048410,KOSDAQ,,34064586987.5,20,34250.0,1363098899000.0,133,2023-08-31
000100,KOSPI,,34003904115.0,20,60300.0,4621311017100.0,134,2023-08-31
250000,KOSDAQ,,33697095149.0,20,13630.0,92012490790.0,135,2023-08-31
222800,KOSDAQ,,33589973640.0,20,31350.0,998627383050.0,136,2023-08-31
016790,KOSDAQ,,33462076487.5,20,30450.0,1427052739350.0,137,2023-08-31
122870,KOSDAQ,,33442042580.0,20,83300.0,1554972678700.0,138,2023-08-31
028050,KOSPI,,33282092653.95,20,28300.0,5546800000000.0,139,2023-08-31
001390,KOSPI,,33278905976.0,20,33450.0,463820911200.0,140,2023-08-31
393890,KOSDAQ,,33184509590.0,20,65900.0,2220600536200.0,141,2023-08-31
010120,KOSPI,,33059934970.0,20,72100.0,2163000000000.0,142,2023-08-31
018470,KOSPI,,32717069590.75,20,2965.0,375463052765.0,143,2023-08-31
064550,KOSDAQ,,32667284670.0,20,55300.0,1427309092300.0,144,2023-08-31
250060,KOSDAQ,,32309406842.4,20,2500.0,80428285000.0,145,2023-08-31
000250,KOSDAQ,,31937053745.0,20,57500.0,1326340655000.0,146,2023-08-31
047810,KOSPI,,31831380276.4,20,53700.0,5234413245900.0,147,2023-08-31
101490,KOSDAQ,,31796430135.0,20,57200.0,1227022768400.0,148,2023-08-31
086900,KOSDAQ,,31383765575.0,20,260500.0,1901250914000.0,149,2023-08-31
112610,KOSPI,,30837908105.0,20,82200.0,3466489326600.0,150,2023-08-31
267320,KOSDAQ,,30767945770.25,20,3610.0,145606985450.0,151,2023-08-31
272210,KOSPI,,29795194083.0,20,14300.0,2701547262700.0,152,2023-08-31
003490,KOSPI,,29700986697.5,20,22600.0,8321786938600.0,153,2023-08-31
418550,KOSDAQ,,29075716160.0,20,33350.0,1045064704550.0,154,2023-08-31
094360,KOSDAQ,,29059186865.0,20,29800.0,287281387000.0,155,2023-08-31
006880,KOSPI,,28859760437.0,20,10500.0,124203009000.0,156,2023-08-31
001120,KOSPI,,28749874440.0,20,32850.0,1273266000000.0,157,2023-08-31
028300,KOSDAQ,,28538507425.0,20,35200.0,4319270067200.0,158,2023-08-31
001230,KOSPI,,28488835081.5,20,11400.0,1087933201800.0,159,2023-08-31
257720,KOSDAQ,,28450051237.0,20,6110.0,368622923240.0,160,2023-08-31
006110,KOSPI,,28389719040.0,20,107700.0,1584473353200.0,161,2023-08-31
011790,KOSPI,,28295163660.0,20,109300.0,4139004971400.0,162,2023-08-31
140410,KOSDAQ,,27733561505.0,20,27550.0,736742595900.0,163,2023-08-31
058970,KOSDAQ,,27458874490.0,20,50600.0,567333272000.0,164,2023-08-31
241560,KOSPI,,27368030543.15,20,61600.0,6175348625600.0,165,2023-08-31
161580,KOSDAQ,,26808719232.5,20,10120.0,222772339240.0,166,2023-08-31
248070,KOSPI,,26610451057.5,20,26400.0,1320146546400.0,167,2023-08-31
010130,KOSPI,,26552293196.2,20,496500.0,9862057947000.0,168,2023-08-31
323990,KOSDAQ,,26533668070.0,20,39200.0,596741600000.0,169,2023-08-31
440320,KOSDAQ,,26492762211.333332,15,16980.0,164499183600.0,170,2023-08-31
017670,KOSPI,,26457073730.0,20,49150.0,10755649027600.0,171,2023-08-31
456040,KOSPI,,26254730630.0,20,125500.0,933309489500.0,172,2023-08-31
316140,KOSPI,,26157697150.0,20,12070.0,8787690826430.0,173,2023-08-31
000720,KOSPI,,26143451865.0,20,38950.0,4337307046750.0,174,2023-08-31
011170,KOSPI,,25631570900.0,20,172600.0,7383037319400.0,175,2023-08-31
101670,KOSDAQ,,25521481927.5,20,37400.0,835267327400.0,176,2023-08-31
000150,KOSPI,,25481770555.0,20,100900.0,1667254951500.0,177,2023-08-31
109610,KOSDAQ,,25005109875.75,20,4385.0,214458949000.0,178,2023-08-31
225570,KOSDAQ,,25003069455.5,20,19180.0,1261297782920.0,179,2023-08-31
270520,KOSDAQ,,24426203928.5,20,13420.0,560452830520.0,180,2023-08-31
028260,KOSPI,,24354367775.0,20,109600.0,20340847032000.0,181,2023-08-31
095500,KOSDAQ,,24259185652.0,20,25200.0,781451974800.0,182,2023-08-31
033780,KOSPI,,23954073455.0,20,83200.0,11422735750400.0,183,2023-08-31
010950,KOSPI,,23908645219.0,20,74700.0,8409934562400.0,184,2023-08-31
138040,KOSPI,,23738403442.5,20,44000.0,9161585752000.0,185,2023-08-31
013310,KOSDAQ,,23288749011.25,20,5710.0,221585583220.0,186,2023-08-31
010620,KOSPI,,23236122700.0,20,82400.0,3291233077600.0,187,2023-08-31
438700,KOSDAQ,,23205999806.666668,9,10870.0,118152552000.0,188,2023-08-31
079370,KOSDAQ,,23177631675.0,20,33900.0,352017600000.0,189,2023-08-31
034730,KOSPI,,23021463895.0,20,171000.0,12516914259000.0,190,2023-08-31
030960,KOSDAQ,,22456788754.0,20,18150.0,290037000000.0,191,2023-08-31
032350,KOSPI,,22414437068.0,20,11700.0,863023110300.0,192,2023-08-31
263750,KOSDAQ,,22263189707.5,20,50100.0,3218817535500.0,193,2023-08-31
365340,KOSDAQ,,21898573215.0,20,153900.0,1844714039400.0,194,2023-08-31
196170,KOSDAQ,,21891154067.5,20,45600.0,2351081553600.0,195,2023-08-31
051915,KOSPI,,21835035875.0,20,388000.0,2983254400000.0,196,2023-08-31
326030,KOSPI,,21743167620.0,20,77500.0,6069276875000.0,197,2023-08-31
058610,KOSDAQ,,21698372300.0,20,33900.0,751812504000.0,198,2023-08-31
030200,KOSPI,,21640053612.8,20,30500.0,7963910144000.0,199,2023-08-31
006360,KOSPI,,21586036515.5,20,21400.0,1831443886000.0,200,2023-08-31
015760,KOSPI,,21523072978.0,20,18980.0,12184478181460.0,201,2023-08-31
018260,KOSPI,,21366779008.6,20,125900.0,9741865020000.0,202,2023-08-31
001340,KOSPI,,21338204579.0,20,11040.0,495899213280.0,203,2023-08-31
222080,KOSDAQ,,21319172463.0,20,13170.0,881804395950.0,204,2023-08-31
049950,KOSDAQ,,20763415155.0,20,35750.0,315239353000.0,205,2023-08-31
034230,KOSDAQ,,20737299646.5,20,13920.0,1276085222880.0,206,2023-08-31
383220,KOSPI,,20712902540.0,20,130700.0,5006734702500.0,207,2023-08-31
020150,KOSPI,,20706235962.5,20,61300.0,2826594185500.0,208,2023-08-31
005860,KOSDAQ,,20697118900.0,20,7130.0,280948274050.0,209,2023-08-31
348370,KOSDAQ,,20607911900.0,20,73900.0,1190444458400.0,210,2023-08-31
302440,KOSPI,,20399646775.0,20,81100.0,6227186130600.0,211,2023-08-31
128940,KOSPI,,20237086225.0,20,318500.0,4001047323000.0,212,2023-08-31
290690,KOSDAQ,,19910920188.5,20,29350.0,242338342050.0,213,2023-08-31
086280,KOSPI,,19907224005.0,20,175700.0,6588750000000.0,214,2023-08-31
267260,KOSPI,,19753569985.0,20,52400.0,1888869874000.0,215,2023-08-31
034220,KOSPI,,19721098627.6,20,16290.0,5828817753000.0,216,2023-08-31
074610,KOSPI,,19657882478.5,20,12320.0,746485160960.0,217,2023-08-31
073570,KOSDAQ,,19377920404.5,20,24300.0,701471137500.0,218,2023-08-31
329180,KOSPI,,19363241637.5,20,125200.0,11114394123200.0,219,2023-08-31
120110,KOSPI,,19287132190.0,20,44200.0,1216343822200.0,220,2023-08-31
098460,KOSDAQ,,19061761483.25,20,13980.0,959793474900.0,221,2023-08-31
033230,KOSDAQ,,18924203591.75,20,4120.0,161567365600.0,222,2023-08-31
307950,KOSPI,,18881489705.0,20,123000.0,3373149786000.0,223,2023-08-31
052690,KOSPI,,18702398300.0,20,70800.0,2705976000000.0,224,2023-08-31
195870,KOSPI,,18531612790.0,20,50500.0,858500000000.0,225,2023-08-31
139480,KOSPI,,18505540860.0,20,81300.0,2266304084700.0,226,2023-08-31
038110,KOSDAQ,,18488471123.5,20,6490.0,221759211300.0,227,2023-08-31
137310,KOSPI,,18439568974.5,20,15660.0,1635723847980.0,228,2023-08-31
131970,KOSDAQ,,18195112295.0,20,38300.0,565291799100.0,229,2023-08-31
347860,KOSDAQ,,17958008125.5,20,11250.0,242441685000.0,230,2023-08-31
402030,KOSDAQ,,17926858930.0,20,78000.0,443074632000.0,231,2023-08-31
