ticker,as_of,source
FOXF,2021-07-30,wikipedia_sp400_pit
FR,2021-07-30,wikipedia_sp400_pit
FSLR,2021-07-30,wikipedia_sp400_pit
FULT,2021-07-30,wikipedia_sp400_pit
G,2021-07-30,wikipedia_sp400_pit
GAP,2021-07-30,wikipedia_sp400_pit
GATX,2021-07-30,wikipedia_sp400_pit
GBCI,2021-07-30,wikipedia_sp400_pit
GEF,2021-07-30,wikipedia_sp400_pit
GGG,2021-07-30,wikipedia_sp400_pit
GHC,2021-07-30,wikipedia_sp400_pit
GMED,2021-07-30,wikipedia_sp400_pit
GNTX,2021-07-30,wikipedia_sp400_pit
GO,2021-07-30,wikipedia_sp400_pit
GT,2021-07-30,wikipedia_sp400_pit
GTM,2021-07-30,wikipedia_sp400_pit
HAE,2021-07-30,wikipedia_sp400_pit
HAIN,2021-07-30,wikipedia_sp400_pit
HALO,2021-07-30,wikipedia_sp400_pit
HCSG,2021-07-30,wikipedia_sp400_pit
HE,2021-07-30,wikipedia_sp400_pit
HELE,2021-07-30,wikipedia_sp400_pit
HIW,2021-07-30,wikipedia_sp400_pit
HOG,2021-07-30,wikipedia_sp400_pit
HOMB,2021-07-30,wikipedia_sp400_pit
HPP,2021-07-30,wikipedia_sp400_pit
HQY,2021-07-30,wikipedia_sp400_pit
HR,2021-07-30,wikipedia_sp400_pit
HRB,2021-07-30,wikipedia_sp400_pit
HRC,2021-07-30,wikipedia_sp400_pit
HUBB,2021-07-30,wikipedia_sp400_pit
HWC,2021-07-30,wikipedia_sp400_pit
HXL,2021-07-30,wikipedia_sp400_pit
IAA,2021-07-30,wikipedia_sp400_pit
IART,2021-07-30,wikipedia_sp400_pit
IBKR,2021-07-30,wikipedia_sp400_pit
IBOC,2021-07-30,wikipedia_sp400_pit
ICUI,2021-07-30,wikipedia_sp400_pit
IDA,2021-07-30,wikipedia_sp400_pit
INGR,2021-07-30,wikipedia_sp400_pit
INT,2021-07-30,wikipedia_sp400_pit
IRDM,2021-07-30,wikipedia_sp400_pit
ITT,2021-07-30,wikipedia_sp400_pit
JACK,2021-07-30,wikipedia_sp400_pit
JAZZ,2021-07-30,wikipedia_sp400_pit
JBGS,2021-07-30,wikipedia_sp400_pit
JBL,2021-07-30,wikipedia_sp400_pit
JBLU,2021-07-30,wikipedia_sp400_pit
JEF,2021-07-30,wikipedia_sp400_pit
JHG,2021-07-30,wikipedia_sp400_pit
JLL,2021-07-30,wikipedia_sp400_pit
JWN,2021-07-30,wikipedia_sp400_pit
KAR,2021-07-30,wikipedia_sp400_pit
KBH,2021-07-30,wikipedia_sp400_pit
KBR,2021-07-30,wikipedia_sp400_pit
KEX,2021-07-30,wikipedia_sp400_pit
KMPR,2021-07-30,wikipedia_sp400_pit
KMT,2021-07-30,wikipedia_sp400_pit
KNSL,2021-07-30,wikipedia_sp400_pit
KNX,2021-07-30,wikipedia_sp400_pit
KRC,2021-07-30,wikipedia_sp400_pit
KSS,2021-07-30,wikipedia_sp400_pit
LAD,2021-07-30,wikipedia_sp400_pit
LAMR,2021-07-30,wikipedia_sp400_pit
LEA,2021-07-30,wikipedia_sp400_pit
LECO,2021-07-30,wikipedia_sp400_pit
LFUS,2021-07-30,wikipedia_sp400_pit
LGND,2021-07-30,wikipedia_sp400_pit
LHCG,2021-07-30,wikipedia_sp400_pit
LII,2021-07-30,wikipedia_sp400_pit
LITE,2021-07-30,wikipedia_sp400_pit
LIVN,2021-07-30,wikipedia_sp400_pit
LNW,2021-07-30,wikipedia_sp400_pit
LOPE,2021-07-30,wikipedia_sp400_pit
LPX,2021-07-30,wikipedia_sp400_pit
LSCC,2021-07-30,wikipedia_sp400_pit
LSI,2021-07-30,wikipedia_sp400_pit
LSTR,2021-07-30,wikipedia_sp400_pit
MAC,2021-07-30,wikipedia_sp400_pit
MAN,2021-07-30,wikipedia_sp400_pit
MANH,2021-07-30,wikipedia_sp400_pit
MASI,2021-07-30,wikipedia_sp400_pit
MAT,2021-07-30,wikipedia_sp400_pit
MCY,2021-07-30,wikipedia_sp400_pit
MDU,2021-07-30,wikipedia_sp400_pit
MEDP,2021-07-30,wikipedia_sp400_pit
MIDD,2021-07-30,wikipedia_sp400_pit
MKSI,2021-07-30,wikipedia_sp400_pit
MLKN,2021-07-30,wikipedia_sp400_pit
MMS,2021-07-30,wikipedia_sp400_pit
MODG,2021-07-30,wikipedia_sp400_pit
MOH,2021-07-30,wikipedia_sp400_pit
MPW,2021-07-30,wikipedia_sp400_pit
MRCY,2021-07-30,wikipedia_sp400_pit
MSA,2021-07-30,wikipedia_sp400_pit
MSM,2021-07-30,wikipedia_sp400_pit
MTG,2021-07-30,wikipedia_sp400_pit
MTX,2021-07-30,wikipedia_sp400_pit
MTZ,2021-07-30,wikipedia_sp400_pit
MUR,2021-07-30,wikipedia_sp400_pit
MUSA,2021-07-30,wikipedia_sp400_pit
MZTI,2021-07-30,wikipedia_sp400_pit
NATI,2021-07-30,wikipedia_sp400_pit
NAVI,2021-07-30,wikipedia_sp400_pit
NBIX,2021-07-30,wikipedia_sp400_pit
NDSN,2021-07-30,wikipedia_sp400_pit
NEOG,2021-07-30,wikipedia_sp400_pit
NEU,2021-07-30,wikipedia_sp400_pit
NFG,2021-07-30,wikipedia_sp400_pit
NGVT,2021-07-30,wikipedia_sp400_pit
NJR,2021-07-30,wikipedia_sp400_pit
NKTR,2021-07-30,wikipedia_sp400_pit
NNN,2021-07-30,wikipedia_sp400_pit
NSA,2021-07-30,wikipedia_sp400_pit
NSP,2021-07-30,wikipedia_sp400_pit
NTCT,2021-07-30,wikipedia_sp400_pit
NUS,2021-07-30,wikipedia_sp400_pit
NUVA,2021-07-30,wikipedia_sp400_pit
NVST,2021-07-30,wikipedia_sp400_pit
NVT,2021-07-30,wikipedia_sp400_pit
NWE,2021-07-30,wikipedia_sp400_pit
NYT,2021-07-30,wikipedia_sp400_pit
OC,2021-07-30,wikipedia_sp400_pit
OGE,2021-07-30,wikipedia_sp400_pit
OGS,2021-07-30,wikipedia_sp400_pit
OHI,2021-07-30,wikipedia_sp400_pit
OLED,2021-07-30,wikipedia_sp400_pit
OLLI,2021-07-30,wikipedia_sp400_pit
OLN,2021-07-30,wikipedia_sp400_pit
ORI,2021-07-30,wikipedia_sp400_pit
OSK,2021-07-30,wikipedia_sp400_pit
OZK,2021-07-30,wikipedia_sp400_pit
P,2021-07-30,wikipedia_sp400_pit
PACW,2021-07-30,wikipedia_sp400_pit
PB,2021-07-30,wikipedia_sp400_pit
PCH,2021-07-30,wikipedia_sp400_pit
PCTY,2021-07-30,wikipedia_sp400_pit
PDCO,2021-07-30,wikipedia_sp400_pit
PEB,2021-07-30,wikipedia_sp400_pit
PEN,2021-07-30,wikipedia_sp400_pit
PGNY,2021-07-30,wikipedia_sp400_pit
PII,2021-07-30,wikipedia_sp400_pit
PK,2021-07-30,wikipedia_sp400_pit
PNFP,2021-07-30,wikipedia_sp400_pit
POST,2021-07-30,wikipedia_sp400_pit
PPC,2021-07-30,wikipedia_sp400_pit
PRG,2021-07-30,wikipedia_sp400_pit
PRI,2021-07-30,wikipedia_sp400_pit
PSB,2021-07-30,wikipedia_sp400_pit
PZZA,2021-07-30,wikipedia_sp400_pit
QDEL,2021-07-30,wikipedia_sp400_pit
QLYS,2021-07-30,wikipedia_sp400_pit
R,2021-07-30,wikipedia_sp400_pit
RAMP,2021-07-30,wikipedia_sp400_pit
RCM,2021-07-30,wikipedia_sp400_pit
REXR,2021-07-30,wikipedia_sp400_pit
RGA,2021-07-30,wikipedia_sp400_pit
RGEN,2021-07-30,wikipedia_sp400_pit
RGLD,2021-07-30,wikipedia_sp400_pit
RH,2021-07-30,wikipedia_sp400_pit
RLI,2021-07-30,wikipedia_sp400_pit
RNR,2021-07-30,wikipedia_sp400_pit
RPM,2021-07-30,wikipedia_sp400_pit
RRX,2021-07-30,wikipedia_sp400_pit
RS,2021-07-30,wikipedia_sp400_pit
RUN,2021-07-30,wikipedia_sp400_pit
RYN,2021-07-30,wikipedia_sp400_pit
SABR,2021-07-30,wikipedia_sp400_pit
SAFM,2021-07-30,wikipedia_sp400_pit
SAIC,2021-07-30,wikipedia_sp400_pit
SAIL,2021-07-30,wikipedia_sp400_pit
SAM,2021-07-30,wikipedia_sp400_pit
SBNY,2021-07-30,wikipedia_sp400_pit
SBRA,2021-07-30,wikipedia_sp400_pit
SCI,2021-07-30,wikipedia_sp400_pit
SEDG,2021-07-30,wikipedia_sp400_pit
SEIC,2021-07-30,wikipedia_sp400_pit
SF,2021-07-30,wikipedia_sp400_pit
SFM,2021-07-30,wikipedia_sp400_pit
SGI,2021-07-30,wikipedia_sp400_pit
SIGI,2021-07-30,wikipedia_sp400_pit
SIX,2021-07-30,wikipedia_sp400_pit
SKX,2021-07-30,wikipedia_sp400_pit
SLAB,2021-07-30,wikipedia_sp400_pit
SLG,2021-07-30,wikipedia_sp400_pit
SLGN,2021-07-30,wikipedia_sp400_pit
SLM,2021-07-30,wikipedia_sp400_pit
SMG,2021-07-30,wikipedia_sp400_pit
SMTC,2021-07-30,wikipedia_sp400_pit
SNV,2021-07-30,wikipedia_sp400_pit
SNX,2021-07-30,wikipedia_sp400_pit
SON,2021-07-30,wikipedia_sp400_pit
SR,2021-07-30,wikipedia_sp400_pit
SRC,2021-07-30,wikipedia_sp400_pit
SRCL,2021-07-30,wikipedia_sp400_pit
SSD,2021-07-30,wikipedia_sp400_pit
STAA,2021-07-30,wikipedia_sp400_pit
STL,2021-07-30,wikipedia_sp400_pit
STLD,2021-07-30,wikipedia_sp400_pit
STOR,2021-07-30,wikipedia_sp400_pit
STRA,2021-07-30,wikipedia_sp400_pit
SWX,2021-07-30,wikipedia_sp400_pit
SXT,2021-07-30,wikipedia_sp400_pit
SYNA,2021-07-30,wikipedia_sp400_pit
SYNH,2021-07-30,wikipedia_sp400_pit
TCBI,2021-07-30,wikipedia_sp400_pit
TDC,2021-07-30,wikipedia_sp400_pit
TDS,2021-07-30,wikipedia_sp400_pit
TECH,2021-07-30,wikipedia_sp400_pit
TEX,2021-07-30,wikipedia_sp400_pit
TGNA,2021-07-30,wikipedia_sp400_pit
THC,2021-07-30,wikipedia_sp400_pit
THG,2021-07-30,wikipedia_sp400_pit
THO,2021-07-30,wikipedia_sp400_pit
THS,2021-07-30,wikipedia_sp400_pit
TKO,2021-07-30,wikipedia_sp400_pit
TKR,2021-07-30,wikipedia_sp400_pit
TMHC,2021-07-30,wikipedia_sp400_pit
TNL,2021-07-30,wikipedia_sp400_pit
TOL,2021-07-30,wikipedia_sp400_pit
TPH,2021-07-30,wikipedia_sp400_pit
TR,2021-07-30,wikipedia_sp400_pit
TREE,2021-07-30,wikipedia_sp400_pit
TREX,2021-07-30,wikipedia_sp400_pit
TRGP,2021-07-30,wikipedia_sp400_pit
TRIP,2021-07-30,wikipedia_sp400_pit
TRMK,2021-07-30,wikipedia_sp400_pit
TRN,2021-07-30,wikipedia_sp400_pit
TTC,2021-07-30,wikipedia_sp400_pit
TTEK,2021-07-30,wikipedia_sp400_pit
TXNM,2021-07-30,wikipedia_sp400_pit
TXRH,2021-07-30,wikipedia_sp400_pit
UAA/UA,2021-07-30,wikipedia_sp400_pit
UBSI,2021-07-30,wikipedia_sp400_pit
UE,2021-07-30,wikipedia_sp400_pit
UGI,2021-07-30,wikipedia_sp400_pit
UMBF,2021-07-30,wikipedia_sp400_pit
UMPQ,2021-07-30,wikipedia_sp400_pit
UNVR,2021-07-30,wikipedia_sp400_pit
URBN,2021-07-30,wikipedia_sp400_pit
UTHR,2021-07-30,wikipedia_sp400_pit
VAC,2021-07-30,wikipedia_sp400_pit
VC,2021-07-30,wikipedia_sp400_pit
VLY,2021-07-30,wikipedia_sp400_pit
VMI,2021-07-30,wikipedia_sp400_pit
VNT,2021-07-30,wikipedia_sp400_pit
VSAT,2021-07-30,wikipedia_sp400_pit
VSH,2021-07-30,wikipedia_sp400_pit
VVV,2021-07-30,wikipedia_sp400_pit
VYX,2021-07-30,wikipedia_sp400_pit
WAFD,2021-07-30,wikipedia_sp400_pit
WBS,2021-07-30,wikipedia_sp400_pit
WEN,2021-07-30,wikipedia_sp400_pit
WERN,2021-07-30,wikipedia_sp400_pit
WEX,2021-07-30,wikipedia_sp400_pit
WH,2021-07-30,wikipedia_sp400_pit
WING,2021-07-30,wikipedia_sp400_pit
WLY,2021-07-30,wikipedia_sp400_pit
WOLF,2021-07-30,wikipedia_sp400_pit
WOR,2021-07-30,wikipedia_sp400_pit
WRI,2021-07-30,wikipedia_sp400_pit
WSM,2021-07-30,wikipedia_sp400_pit
WSO,2021-07-30,wikipedia_sp400_pit
WTFC,2021-07-30,wikipedia_sp400_pit
WTRG,2021-07-30,wikipedia_sp400_pit
WW,2021-07-30,wikipedia_sp400_pit
WWD,2021-07-30,wikipedia_sp400_pit
X,2021-07-30,wikipedia_sp400_pit
XEC,2021-07-30,wikipedia_sp400_pit
XPO,2021-07-30,wikipedia_sp400_pit
XRX,2021-07-30,wikipedia_sp400_pit
Y,2021-07-30,wikipedia_sp400_pit
YELP,2021-07-30,wikipedia_sp400_pit
YETI,2021-07-30,wikipedia_sp400_pit
ZD,2021-07-30,wikipedia_sp400_pit
