ticker,as_of,source
BLD,2025-03-31,wikipedia_sp400_pit
BLKB,2025-03-31,wikipedia_sp400_pit
BMRN,2025-03-31,wikipedia_sp400_pit
BRBR,2025-03-31,wikipedia_sp400_pit
BRKR,2025-03-31,wikipedia_sp400_pit
BRX,2025-03-31,wikipedia_sp400_pit
BURL,2025-03-31,wikipedia_sp400_pit
BWXT,2025-03-31,wikipedia_sp400_pit
BYD,2025-03-31,wikipedia_sp400_pit
CACI,2025-03-31,wikipedia_sp400_pit
CADE,2025-03-31,wikipedia_sp400_pit
CAR,2025-03-31,wikipedia_sp400_pit
CART,2025-03-31,wikipedia_sp400_pit
CASY,2025-03-31,wikipedia_sp400_pit
CAVA,2025-03-31,wikipedia_sp400_pit
CBSH,2025-03-31,wikipedia_sp400_pit
CBT,2025-03-31,wikipedia_sp400_pit
CCK,2025-03-31,wikipedia_sp400_pit
CDP,2025-03-31,wikipedia_sp400_pit
CELH,2025-03-31,wikipedia_sp400_pit
CFR,2025-03-31,wikipedia_sp400_pit
CG,2025-03-31,wikipedia_sp400_pit
CGNX,2025-03-31,wikipedia_sp400_pit
CHDN,2025-03-31,wikipedia_sp400_pit
CHE,2025-03-31,wikipedia_sp400_pit
CHH,2025-03-31,wikipedia_sp400_pit
CHRD,2025-03-31,wikipedia_sp400_pit
CHWY,2025-03-31,wikipedia_sp400_pit
CHX,2025-03-31,wikipedia_sp400_pit
CIEN,2025-03-31,wikipedia_sp400_pit
CIVI,2025-03-31,wikipedia_sp400_pit
CLF,2025-03-31,wikipedia_sp400_pit
CLH,2025-03-31,wikipedia_sp400_pit
CMA,2025-03-31,wikipedia_sp400_pit
CMC,2025-03-31,wikipedia_sp400_pit
CNH,2025-03-31,wikipedia_sp400_pit
CNM,2025-03-31,wikipedia_sp400_pit
CNO,2025-03-31,wikipedia_sp400_pit
CNX,2025-03-31,wikipedia_sp400_pit
CNXC,2025-03-31,wikipedia_sp400_pit
COHR,2025-03-31,wikipedia_sp400_pit
COKE,2025-03-31,wikipedia_sp400_pit
COLB,2025-03-31,wikipedia_sp400_pit
COLM,2025-03-31,wikipedia_sp400_pit
COTY,2025-03-31,wikipedia_sp400_pit
CPRI,2025-03-31,wikipedia_sp400_pit
CR,2025-03-31,wikipedia_sp400_pit
CROX,2025-03-31,wikipedia_sp400_pit
CRS,2025-03-31,wikipedia_sp400_pit
CRUS,2025-03-31,wikipedia_sp400_pit
CSL,2025-03-31,wikipedia_sp400_pit
CUBE,2025-03-31,wikipedia_sp400_pit
CUZ,2025-03-31,wikipedia_sp400_pit
CVLT,2025-03-31,wikipedia_sp400_pit
CW,2025-03-31,wikipedia_sp400_pit
CXT,2025-03-31,wikipedia_sp400_pit
CYTK,2025-03-31,wikipedia_sp400_pit
DAR,2025-03-31,wikipedia_sp400_pit
DBX,2025-03-31,wikipedia_sp400_pit
DCI,2025-03-31,wikipedia_sp400_pit
DINO,2025-03-31,wikipedia_sp400_pit
DKS,2025-03-31,wikipedia_sp400_pit
DLB,2025-03-31,wikipedia_sp400_pit
DOCS,2025-03-31,wikipedia_sp400_pit
DOCU,2025-03-31,wikipedia_sp400_pit
DT,2025-03-31,wikipedia_sp400_pit
DTM,2025-03-31,wikipedia_sp400_pit
DUOL,2025-03-31,wikipedia_sp400_pit
EEFT,2025-03-31,wikipedia_sp400_pit
EGP,2025-03-31,wikipedia_sp400_pit
EHC,2025-03-31,wikipedia_sp400_pit
ELF,2025-03-31,wikipedia_sp400_pit
ELS,2025-03-31,wikipedia_sp400_pit
EME,2025-03-31,wikipedia_sp400_pit
ENS,2025-03-31,wikipedia_sp400_pit
ENSG,2025-03-31,wikipedia_sp400_pit
ENTG,2025-03-31,wikipedia_sp400_pit
EPR,2025-03-31,wikipedia_sp400_pit
EQH,2025-03-31,wikipedia_sp400_pit
ESAB,2025-03-31,wikipedia_sp400_pit
ESNT,2025-03-31,wikipedia_sp400_pit
EVR,2025-03-31,wikipedia_sp400_pit
EWBC,2025-03-31,wikipedia_sp400_pit
EXEL,2025-03-31,wikipedia_sp400_pit
EXLS,2025-03-31,wikipedia_sp400_pit
EXP,2025-03-31,wikipedia_sp400_pit
EXPO,2025-03-31,wikipedia_sp400_pit
FAF,2025-03-31,wikipedia_sp400_pit
FBIN,2025-03-31,wikipedia_sp400_pit
FCFS,2025-03-31,wikipedia_sp400_pit
FCN,2025-03-31,wikipedia_sp400_pit
FFIN,2025-03-31,wikipedia_sp400_pit
FHI,2025-03-31,wikipedia_sp400_pit
FHN,2025-03-31,wikipedia_sp400_pit
FIVE,2025-03-31,wikipedia_sp400_pit
FIX,2025-03-31,wikipedia_sp400_pit
FLEX,2025-03-31,wikipedia_sp400_pit
FLG,2025-03-31,wikipedia_sp400_pit
FLO,2025-03-31,wikipedia_sp400_pit
FLR,2025-03-31,wikipedia_sp400_pit
FLS,2025-03-31,wikipedia_sp400_pit
FN,2025-03-31,wikipedia_sp400_pit
FNB,2025-03-31,wikipedia_sp400_pit
FND,2025-03-31,wikipedia_sp400_pit
FNF,2025-03-31,wikipedia_sp400_pit
FOUR,2025-03-31,wikipedia_sp400_pit
FR,2025-03-31,wikipedia_sp400_pit
FYBR,2025-03-31,wikipedia_sp400_pit
G,2025-03-31,wikipedia_sp400_pit
GAP,2025-03-31,wikipedia_sp400_pit
GATX,2025-03-31,wikipedia_sp400_pit
GBCI,2025-03-31,wikipedia_sp400_pit
GEF,2025-03-31,wikipedia_sp400_pit
GGG,2025-03-31,wikipedia_sp400_pit
GHC,2025-03-31,wikipedia_sp400_pit
GLPI,2025-03-31,wikipedia_sp400_pit
GME,2025-03-31,wikipedia_sp400_pit
GMED,2025-03-31,wikipedia_sp400_pit
GNTX,2025-03-31,wikipedia_sp400_pit
GPK,2025-03-31,wikipedia_sp400_pit
GT,2025-03-31,wikipedia_sp400_pit
GTLS,2025-03-31,wikipedia_sp400_pit
GTM,2025-03-31,wikipedia_sp400_pit
GWRE,2025-03-31,wikipedia_sp400_pit
GXO,2025-03-31,wikipedia_sp400_pit
H,2025-03-31,wikipedia_sp400_pit
HAE,2025-03-31,wikipedia_sp400_pit
HALO,2025-03-31,wikipedia_sp400_pit
HGV,2025-03-31,wikipedia_sp400_pit
HIMS,2025-03-31,wikipedia_sp400_pit
HLI,2025-03-31,wikipedia_sp400_pit
HLNE,2025-03-31,wikipedia_sp400_pit
HOG,2025-03-31,wikipedia_sp400_pit
HOMB,2025-03-31,wikipedia_sp400_pit
HQY,2025-03-31,wikipedia_sp400_pit
HR,2025-03-31,wikipedia_sp400_pit
HRB,2025-03-31,wikipedia_sp400_pit
HWC,2025-03-31,wikipedia_sp400_pit
HXL,2025-03-31,wikipedia_sp400_pit
IBKR,2025-03-31,wikipedia_sp400_pit
IBOC,2025-03-31,wikipedia_sp400_pit
IDA,2025-03-31,wikipedia_sp400_pit
ILMN,2025-03-31,wikipedia_sp400_pit
INGR,2025-03-31,wikipedia_sp400_pit
IPGP,2025-03-31,wikipedia_sp400_pit
IRDM,2025-03-31,wikipedia_sp400_pit
IRT,2025-03-31,wikipedia_sp400_pit
ITT,2025-03-31,wikipedia_sp400_pit
JAZZ,2025-03-31,wikipedia_sp400_pit
JEF,2025-03-31,wikipedia_sp400_pit
JHG,2025-03-31,wikipedia_sp400_pit
JLL,2025-03-31,wikipedia_sp400_pit
JWN,2025-03-31,wikipedia_sp400_pit
KBH,2025-03-31,wikipedia_sp400_pit
KBR,2025-03-31,wikipedia_sp400_pit
KD,2025-03-31,wikipedia_sp400_pit
KEX,2025-03-31,wikipedia_sp400_pit
KMPR,2025-03-31,wikipedia_sp400_pit
KNF,2025-03-31,wikipedia_sp400_pit
KNSL,2025-03-31,wikipedia_sp400_pit
KNX,2025-03-31,wikipedia_sp400_pit
KRC,2025-03-31,wikipedia_sp400_pit
KRG,2025-03-31,wikipedia_sp400_pit
LAD,2025-03-31,wikipedia_sp400_pit
LAMR,2025-03-31,wikipedia_sp400_pit
LEA,2025-03-31,wikipedia_sp400_pit
LECO,2025-03-31,wikipedia_sp400_pit
LFUS,2025-03-31,wikipedia_sp400_pit
LITE,2025-03-31,wikipedia_sp400_pit
LIVN,2025-03-31,wikipedia_sp400_pit
LNTH,2025-03-31,wikipedia_sp400_pit
LNW,2025-03-31,wikipedia_sp400_pit
LOPE,2025-03-31,wikipedia_sp400_pit
LPX,2025-03-31,wikipedia_sp400_pit
LSCC,2025-03-31,wikipedia_sp400_pit
LSTR,2025-03-31,wikipedia_sp400_pit
M,2025-03-31,wikipedia_sp400_pit
MAN,2025-03-31,wikipedia_sp400_pit
MANH,2025-03-31,wikipedia_sp400_pit
MASI,2025-03-31,wikipedia_sp400_pit
MAT,2025-03-31,wikipedia_sp400_pit
MEDP,2025-03-31,wikipedia_sp400_pit
MIDD,2025-03-31,wikipedia_sp400_pit
MKSI,2025-03-31,wikipedia_sp400_pit
MLI,2025-03-31,wikipedia_sp400_pit
MMS,2025-03-31,wikipedia_sp400_pit
MORN,2025-03-31,wikipedia_sp400_pit
MSA,2025-03-31,wikipedia_sp400_pit
MSM,2025-03-31,wikipedia_sp400_pit
MTDR,2025-03-31,wikipedia_sp400_pit
MTG,2025-03-31,wikipedia_sp400_pit
MTN,2025-03-31,wikipedia_sp400_pit
MTSI,2025-03-31,wikipedia_sp400_pit
MTZ,2025-03-31,wikipedia_sp400_pit
MUR,2025-03-31,wikipedia_sp400_pit
MUSA,2025-03-31,wikipedia_sp400_pit
MZTI,2025-03-31,wikipedia_sp400_pit
NBIX,2025-03-31,wikipedia_sp400_pit
NEU,2025-03-31,wikipedia_sp400_pit
NFG,2025-03-31,wikipedia_sp400_pit
NJR,2025-03-31,wikipedia_sp400_pit
NLY,2025-03-31,wikipedia_sp400_pit
NNN,2025-03-31,wikipedia_sp400_pit
NOV,2025-03-31,wikipedia_sp400_pit
NOVT,2025-03-31,wikipedia_sp400_pit
NSA,2025-03-31,wikipedia_sp400_pit
NSP,2025-03-31,wikipedia_sp400_pit
NVST,2025-03-31,wikipedia_sp400_pit
NVT,2025-03-31,wikipedia_sp400_pit
NWE,2025-03-31,wikipedia_sp400_pit
NXST,2025-03-31,wikipedia_sp400_pit
NXT,2025-03-31,wikipedia_sp400_pit
NYT,2025-03-31,wikipedia_sp400_pit
OC,2025-03-31,wikipedia_sp400_pit
OGE,2025-03-31,wikipedia_sp400_pit
OGS,2025-03-31,wikipedia_sp400_pit
OHI,2025-03-31,wikipedia_sp400_pit
OLED,2025-03-31,wikipedia_sp400_pit
OLLI,2025-03-31,wikipedia_sp400_pit
OLN,2025-03-31,wikipedia_sp400_pit
ONB,2025-03-31,wikipedia_sp400_pit
ONTO,2025-03-31,wikipedia_sp400_pit
OPCH,2025-03-31,wikipedia_sp400_pit
ORA,2025-03-31,wikipedia_sp400_pit
ORI,2025-03-31,wikipedia_sp400_pit
OSK,2025-03-31,wikipedia_sp400_pit
OVV,2025-03-31,wikipedia_sp400_pit
OZK,2025-03-31,wikipedia_sp400_pit
P,2025-03-31,wikipedia_sp400_pit
PAG,2025-03-31,wikipedia_sp400_pit
PB,2025-03-31,wikipedia_sp400_pit
PBF,2025-03-31,wikipedia_sp400_pit
PCH,2025-03-31,wikipedia_sp400_pit
PCTY,2025-03-31,wikipedia_sp400_pit
PEN,2025-03-31,wikipedia_sp400_pit
PFGC,2025-03-31,wikipedia_sp400_pit
PII,2025-03-31,wikipedia_sp400_pit
PK,2025-03-31,wikipedia_sp400_pit
PLNT,2025-03-31,wikipedia_sp400_pit
PNFP,2025-03-31,wikipedia_sp400_pit
POR,2025-03-31,wikipedia_sp400_pit
POST,2025-03-31,wikipedia_sp400_pit
POWI,2025-03-31,wikipedia_sp400_pit
PPC,2025-03-31,wikipedia_sp400_pit
PR,2025-03-31,wikipedia_sp400_pit
PRGO,2025-03-31,wikipedia_sp400_pit
PRI,2025-03-31,wikipedia_sp400_pit
PSN,2025-03-31,wikipedia_sp400_pit
PVH,2025-03-31,wikipedia_sp400_pit
QLYS,2025-03-31,wikipedia_sp400_pit
R,2025-03-31,wikipedia_sp400_pit
RBA,2025-03-31,wikipedia_sp400_pit
RBC,2025-03-31,wikipedia_sp400_pit
REXR,2025-03-31,wikipedia_sp400_pit
RGA,2025-03-31,wikipedia_sp400_pit
RGEN,2025-03-31,wikipedia_sp400_pit
RGLD,2025-03-31,wikipedia_sp400_pit
RH,2025-03-31,wikipedia_sp400_pit
RLI,2025-03-31,wikipedia_sp400_pit
RMBS,2025-03-31,wikipedia_sp400_pit
RNR,2025-03-31,wikipedia_sp400_pit
ROIV,2025-03-31,wikipedia_sp400_pit
RPM,2025-03-31,wikipedia_sp400_pit
RRC,2025-03-31,wikipedia_sp400_pit
RRX,2025-03-31,wikipedia_sp400_pit
RS,2025-03-31,wikipedia_sp400_pit
RYAN,2025-03-31,wikipedia_sp400_pit
RYN,2025-03-31,wikipedia_sp400_pit
SAIA,2025-03-31,wikipedia_sp400_pit
SAIC,2025-03-31,wikipedia_sp400_pit
SAM,2025-03-31,wikipedia_sp400_pit
SATS,2025-03-31,wikipedia_sp400_pit
SBRA,2025-03-31,wikipedia_sp400_pit
SCI,2025-03-31,wikipedia_sp400_pit
SEIC,2025-03-31,wikipedia_sp400_pit
SF,2025-03-31,wikipedia_sp400_pit
SFM,2025-03-31,wikipedia_sp400_pit
SGI,2025-03-31,wikipedia_sp400_pit
SHC,2025-03-31,wikipedia_sp400_pit
SIGI,2025-03-31,wikipedia_sp400_pit
SKX,2025-03-31,wikipedia_sp400_pit
SLAB,2025-03-31,wikipedia_sp400_pit
SLGN,2025-03-31,wikipedia_sp400_pit
SLM,2025-03-31,wikipedia_sp400_pit
SMG,2025-03-31,wikipedia_sp400_pit
SNV,2025-03-31,wikipedia_sp400_pit
SNX,2025-03-31,wikipedia_sp400_pit
SON,2025-03-31,wikipedia_sp400_pit
SR,2025-03-31,wikipedia_sp400_pit
SRPT,2025-03-31,wikipedia_sp400_pit
SSB,2025-03-31,wikipedia_sp400_pit
SSD,2025-03-31,wikipedia_sp400_pit
ST,2025-03-31,wikipedia_sp400_pit
STAG,2025-03-31,wikipedia_sp400_pit
STWD,2025-03-31,wikipedia_sp400_pit
SWX,2025-03-31,wikipedia_sp400_pit
SYNA,2025-03-31,wikipedia_sp400_pit
TCBI,2025-03-31,wikipedia_sp400_pit
TEX,2025-03-31,wikipedia_sp400_pit
THC,2025-03-31,wikipedia_sp400_pit
THG,2025-03-31,wikipedia_sp400_pit
THO,2025-03-31,wikipedia_sp400_pit
TKR,2025-03-31,wikipedia_sp400_pit
TMHC,2025-03-31,wikipedia_sp400_pit
TNL,2025-03-31,wikipedia_sp400_pit
TOL,2025-03-31,wikipedia_sp400_pit
TREX,2025-03-31,wikipedia_sp400_pit
TTC,2025-03-31,wikipedia_sp400_pit
TTEK,2025-03-31,wikipedia_sp400_pit
TXNM,2025-03-31,wikipedia_sp400_pit
TXRH,2025-03-31,wikipedia_sp400_pit
UAA/UA,2025-03-31,wikipedia_sp400_pit
UBSI,2025-03-31,wikipedia_sp400_pit
UFPI,2025-03-31,wikipedia_sp400_pit
UGI,2025-03-31,wikipedia_sp400_pit
UMBF,2025-03-31,wikipedia_sp400_pit
UNM,2025-03-31,wikipedia_sp400_pit
USFD,2025-03-31,wikipedia_sp400_pit
UTHR,2025-03-31,wikipedia_sp400_pit
VAC,2025-03-31,wikipedia_sp400_pit
VAL,2025-03-31,wikipedia_sp400_pit
VC,2025-03-31,wikipedia_sp400_pit
VFC,2025-03-31,wikipedia_sp400_pit
VLY,2025-03-31,wikipedia_sp400_pit
VMI,2025-03-31,wikipedia_sp400_pit
VNO,2025-03-31,wikipedia_sp400_pit
VNOM,2025-03-31,wikipedia_sp400_pit
VNT,2025-03-31,wikipedia_sp400_pit
VOYA,2025-03-31,wikipedia_sp400_pit
VVV,2025-03-31,wikipedia_sp400_pit
WAL,2025-03-31,wikipedia_sp400_pit
WBS,2025-03-31,wikipedia_sp400_pit
WCC,2025-03-31,wikipedia_sp400_pit
WEN,2025-03-31,wikipedia_sp400_pit
WEX,2025-03-31,wikipedia_sp400_pit
WFRD,2025-03-31,wikipedia_sp400_pit
WH,2025-03-31,wikipedia_sp400_pit
WHR,2025-03-31,wikipedia_sp400_pit
WING,2025-03-31,wikipedia_sp400_pit
WLK,2025-03-31,wikipedia_sp400_pit
WMG,2025-03-31,wikipedia_sp400_pit
WMS,2025-03-31,wikipedia_sp400_pit
WPC,2025-03-31,wikipedia_sp400_pit
WSO,2025-03-31,wikipedia_sp400_pit
WTFC,2025-03-31,wikipedia_sp400_pit
WTRG,2025-03-31,wikipedia_sp400_pit
WTS,2025-03-31,wikipedia_sp400_pit
WU,2025-03-31,wikipedia_sp400_pit
WWD,2025-03-31,wikipedia_sp400_pit
X,2025-03-31,wikipedia_sp400_pit
XPO,2025-03-31,wikipedia_sp400_pit
XRAY,2025-03-31,wikipedia_sp400_pit
YETI,2025-03-31,wikipedia_sp400_pit
ZION,2025-03-31,wikipedia_sp400_pit
